0.725,0.851,0.018
0.730,0.822,0.016
0.735,0.855,0.016
0.740,0.849,0.015
0.745,0.832,0.015
0.750,0.867,0.015
0.760,0.844,0.014
0.770,0.863,0.014
0.775,0.839,0.012
0.780,0.846,0.012
0.785,0.873,0.012
0.790,0.855,0.012
0.795,0.854,0.011
0.800,0.865,0.011
0.805,0.842,0.011
0.810,0.871,0.012
0.815,0.859,0.012
0.820,0.837,0.012
0.825,0.812,0.011
0.830,0.826,0.011
0.835,0.844,0.011
0.840,0.845,0.011
0.845,0.865,0.011
0.850,0.849,0.012
0.855,0.822,0.011
0.860,0.853,0.011
0.865,0.862,0.011
0.870,0.862,0.012
0.875,0.831,0.011
0.880,0.840,0.010
0.885,0.848,0.011
0.890,0.857,0.010
0.895,0.828,0.010
0.900,0.860,0.011
0.905,0.888,0.010
0.910,0.886,0.010
0.915,0.846,0.009
0.920,0.858,0.010
0.925,0.875,0.009
0.930,0.871,0.010
0.935,0.883,0.011
0.940,0.891,0.012
0.945,0.881,0.011
0.950,0.877,0.011
0.955,0.900,0.011
0.960,0.905,0.010
0.965,0.884,0.009
0.970,0.891,0.009
0.975,0.906,0.009
0.980,0.915,0.009
0.985,0.914,0.009
0.990,0.905,0.010
0.995,0.915,0.009
1.000,0.913,0.010
1.005,0.896,0.010
1.010,0.917,0.009
1.015,0.933,0.010
1.020,0.929,0.009
1.025,0.919,0.009
1.030,0.914,0.009
1.035,0.944,0.009
1.040,0.934,0.009
1.045,0.945,0.009
1.050,0.977,0.009
1.055,0.978,0.010
1.060,0.950,0.009
1.065,0.954,0.010
1.070,0.972,0.009
1.075,0.963,0.009
1.080,0.948,0.009
1.085,0.955,0.009
1.090,0.973,0.011
1.095,0.961,0.009
1.100,0.951,0.009
1.105,0.952,0.009
1.110,0.974,0.011
1.115,0.957,0.012
1.120,0.975,0.012
1.125,0.983,0.013
1.130,0.997,0.012
1.135,0.996,0.012
1.140,0.985,0.012
1.145,0.986,0.012
1.150,0.986,0.011
1.155,0.970,0.011
1.160,0.988,0.011
1.165,1.010,0.011
1.170,1.019,0.011
1.175,1.014,0.011
1.180,1.005,0.010
1.185,1.009,0.011
1.190,1.010,0.011
1.195,1.019,0.010
1.200,1.022,0.011
1.205,1.001,0.011
1.210,1.005,0.011
1.215,1.000,0.011
1.220,0.994,0.011
1.225,0.999,0.011
1.230,1.017,0.011
1.235,1.033,0.012
1.240,1.047,0.011
1.245,1.026,0.010
1.250,1.025,0.010
1.255,1.035,0.012
1.260,1.052,0.012
1.265,1.032,0.011
1.270,1.046,0.011
1.275,1.041,0.011
1.280,1.009,0.012
1.285,1.004,0.011
1.290,1.037,0.011
1.295,1.072,0.011
1.300,1.043,0.011
1.305,1.022,0.011
1.310,1.028,0.012
1.315,1.030,0.011
1.320,1.036,0.012
1.325,1.045,0.012
1.330,1.051,0.012
1.335,1.059,0.015
1.340,1.044,0.015
1.345,1.039,0.018
1.350,1.024,0.020
1.355,1.086,0.028
1.360,1.046,0.059
1.370,1.052,0.064
1.380,1.083,0.047
1.385,1.069,0.044
1.390,1.103,0.036
1.395,1.068,0.040
1.400,1.036,0.036
1.405,1.054,0.030
1.410,1.108,0.029
1.415,1.096,0.025
1.420,1.059,0.026
1.425,1.052,0.020
1.430,1.067,0.021
1.435,1.041,0.019
1.440,1.052,0.017
1.445,1.082,0.017
1.450,1.080,0.017
1.455,1.090,0.018
1.460,1.036,0.016
1.465,1.085,0.016
1.470,1.123,0.016
1.475,1.074,0.016
1.480,1.084,0.016
1.485,1.108,0.016
1.490,1.129,0.017
1.495,1.111,0.015
1.500,1.082,0.014
1.505,1.107,0.012
1.510,1.121,0.013
1.515,1.085,0.013
1.520,1.073,0.012
1.525,1.108,0.012
1.530,1.119,0.014
1.535,1.087,0.013
1.540,1.076,0.012
1.545,1.099,0.013
1.550,1.123,0.013
1.555,1.115,0.013
1.560,1.107,0.013
1.565,1.157,0.013
1.570,1.138,0.013
1.575,1.099,0.012
1.580,1.117,0.015
1.585,1.120,0.015
1.590,1.114,0.014
1.595,1.124,0.013
1.600,1.109,0.013
1.605,1.105,0.015
1.610,1.139,0.015
1.615,1.127,0.013
1.620,1.116,0.012
1.625,1.142,0.013
1.630,1.123,0.014
1.635,1.123,0.013
1.640,1.142,0.014
1.645,1.111,0.014
1.650,1.134,0.015
1.655,1.146,0.013
1.660,1.134,0.013
1.665,1.150,0.014
1.670,1.154,0.015
1.675,1.166,0.015
1.685,1.157,0.014
1.690,1.135,0.015
1.695,1.136,0.014
1.700,1.113,0.014
1.705,1.128,0.016
1.710,1.169,0.015
1.715,1.165,0.017
1.720,1.116,0.015
1.725,1.144,0.015
1.730,1.213,0.015
1.735,1.227,0.021
1.740,1.131,0.018
1.745,1.104,0.016
1.750,1.091,0.016
1.755,1.098,0.016
1.760,1.106,0.015
1.765,1.092,0.016
1.770,1.110,0.017
1.775,1.146,0.018
1.780,1.166,0.020
1.785,1.155,0.019
1.790,1.120,0.018
1.795,1.112,0.019
1.800,1.129,0.021
1.805,1.184,0.023
1.810,1.192,0.032
1.815,1.152,0.032
1.820,1.128,0.035
1.825,1.161,0.044
1.830,1.208,0.063
1.835,1.255,0.056
1.840,1.092,0.134
1.850,1.246,0.105
1.855,1.203,0.130
1.860,1.086,0.120
1.870,1.213,0.185
1.875,1.232,0.134
1.880,1.142,0.070
1.885,1.075,0.073
1.900,1.098,0.070
1.910,1.139,0.099
1.915,1.181,0.070
1.920,1.105,0.064
1.925,1.106,0.054
1.930,1.241,0.043
1.935,1.245,0.043
1.940,1.212,0.038
1.945,1.157,0.035
1.950,1.154,0.035
1.955,1.197,0.033
1.960,1.194,0.030
1.965,1.278,0.029
1.970,1.198,0.029
1.975,1.172,0.023
1.980,1.270,0.025
1.985,1.236,0.023
1.990,1.176,0.024
1.995,1.167,0.025
2.000,1.215,0.030
2.005,1.241,0.032
2.010,1.182,0.035
2.015,1.177,0.033
2.030,1.227,0.022
2.035,1.266,0.022
2.040,1.241,0.025
2.045,1.242,0.023
2.050,1.264,0.024
2.055,1.171,0.027
2.060,1.221,0.024
2.070,1.256,0.025
2.075,1.212,0.025
2.080,1.205,0.024
2.085,1.204,0.022
2.090,1.187,0.024
2.095,1.169,0.023
2.105,1.161,0.021
2.110,1.220,0.025
2.115,1.290,0.024
2.120,1.275,0.026
2.125,1.185,0.024
2.130,1.199,0.024
2.135,1.215,0.024
2.140,1.196,0.023
2.145,1.240,0.025
2.150,1.276,0.024
2.155,1.256,0.025
2.160,1.267,0.025
2.165,1.242,0.026
2.170,1.232,0.026
2.175,1.230,0.026
2.180,1.228,0.027
2.185,1.233,0.026
2.190,1.206,0.029
2.195,1.281,0.025
2.200,1.283,0.027
2.205,1.238,0.027
2.210,1.260,0.026
2.215,1.286,0.026
2.220,1.267,0.027
2.225,1.254,0.024
2.230,1.263,0.028
2.235,1.248,0.025
2.240,1.284,0.026
2.245,1.311,0.027
2.250,1.301,0.028
2.255,1.307,0.029
2.260,1.329,0.032
2.265,1.297,0.030
2.270,1.261,0.030
2.275,1.245,0.029
2.280,1.265,0.029
2.285,1.248,0.030
2.290,1.313,0.033
2.295,1.230,0.030
2.300,1.357,0.031
2.305,1.342,0.031
2.310,1.350,0.031
2.315,1.266,0.031
2.320,1.257,0.029
2.325,1.402,0.033
2.330,1.388,0.034
2.335,1.308,0.031
2.340,1.367,0.035
2.350,1.271,0.035
2.355,1.379,0.034
2.370,1.383,0.036
2.375,1.353,0.040
2.380,1.456,0.038
2.385,1.409,0.040
2.390,1.362,0.037
2.395,1.404,0.037
2.415,1.399,0.047
2.420,1.347,0.039
2.425,1.458,0.047
2.430,1.369,0.042
2.435,1.352,0.044
2.440,1.379,0.045
2.445,1.432,0.043
