0.790,0.995,0.045
0.795,1.019,0.037
0.800,1.057,0.036
0.805,0.997,0.031
0.810,0.984,0.027
0.815,0.975,0.027
0.820,0.977,0.023
0.825,1.003,0.024
0.830,0.978,0.022
0.835,0.998,0.022
0.840,1.000,0.021
0.845,1.007,0.022
0.850,1.017,0.023
0.855,1.011,0.023
0.860,1.008,0.022
0.865,0.969,0.023
0.870,0.969,0.021
0.875,0.993,0.022
0.880,1.005,0.021
0.885,1.007,0.020
0.890,1.006,0.022
0.895,0.954,0.020
0.900,0.943,0.019
0.905,0.970,0.019
0.910,0.972,0.020
0.915,0.993,0.018
0.920,1.019,0.019
0.925,1.002,0.019
0.930,0.982,0.019
0.935,0.965,0.018
0.940,0.954,0.020
0.945,0.981,0.020
0.950,0.990,0.019
0.955,0.986,0.022
0.960,0.997,0.019
0.965,0.978,0.017
0.970,0.960,0.017
0.975,0.964,0.018
0.980,0.987,0.018
0.985,1.007,0.018
0.990,1.005,0.017
0.995,1.003,0.018
1.000,1.000,0.016
1.005,0.999,0.017
1.010,1.003,0.017
1.015,1.003,0.017
1.020,1.005,0.017
1.025,1.010,0.017
1.030,1.018,0.017
1.035,1.021,0.017
1.040,0.996,0.016
1.045,0.992,0.017
1.050,0.997,0.016
1.055,1.014,0.018
1.060,1.024,0.017
1.065,1.054,0.019
1.070,1.048,0.017
1.075,1.018,0.018
1.080,1.040,0.019
1.085,1.036,0.020
1.090,1.006,0.018
1.095,0.972,0.018
1.100,0.982,0.018
1.105,0.987,0.018
1.110,1.002,0.018
1.115,1.006,0.019
1.120,1.004,0.019
1.125,1.006,0.022
1.130,1.013,0.019
1.135,1.027,0.023
1.140,1.038,0.021
1.145,1.013,0.020
1.150,1.005,0.020
1.155,1.032,0.022
1.160,1.032,0.019
1.165,1.021,0.019
1.170,0.985,0.017
1.175,0.954,0.018
1.180,0.984,0.017
1.185,1.014,0.018
1.190,0.983,0.019
1.195,0.994,0.018
1.200,1.020,0.019
1.205,1.016,0.019
1.210,1.000,0.019
1.215,1.000,0.020
1.220,0.985,0.018
1.225,0.977,0.019
1.230,1.014,0.020
1.235,1.029,0.020
1.240,1.018,0.019
1.245,0.993,0.019
1.250,1.008,0.019
1.255,1.005,0.020
1.260,1.023,0.019
1.265,1.024,0.019
1.270,1.013,0.019
1.275,0.995,0.018
1.280,0.988,0.019
1.285,0.993,0.018
1.290,1.038,0.019
1.295,1.034,0.018
1.300,1.027,0.018
1.305,0.987,0.018
1.310,0.986,0.018
1.315,1.000,0.020
1.320,1.009,0.019
1.325,1.041,0.022
1.330,1.047,0.023
1.335,1.026,0.021
1.340,1.006,0.020
1.345,1.007,0.025
1.350,1.035,0.024
1.355,1.040,0.034
1.360,1.022,0.037
1.365,1.010,0.039
1.370,1.023,0.040
1.375,1.030,0.036
1.380,0.990,0.034
1.385,0.994,0.033
1.390,1.014,0.034
1.395,1.006,0.033
1.400,1.039,0.030
1.405,1.057,0.034
1.410,1.039,0.026
1.415,1.011,0.025
1.420,0.985,0.025
1.425,0.980,0.024
1.430,1.018,0.025
1.435,1.041,0.025
1.440,1.011,0.023
1.445,0.982,0.021
1.450,0.970,0.021
1.455,1.013,0.021
1.460,1.017,0.022
1.465,1.058,0.021
1.475,1.094,0.022
1.480,1.071,0.021
1.485,1.035,0.022
1.490,1.019,0.019
1.495,1.029,0.021
1.500,1.060,0.021
1.505,1.052,0.020
1.510,1.067,0.021
1.515,1.058,0.019
1.520,0.974,0.020
1.525,1.034,0.019
1.530,1.026,0.020
1.535,1.070,0.019
1.540,1.063,0.019
1.545,1.033,0.019
1.550,0.997,0.019
1.555,1.032,0.018
1.560,1.073,0.021
1.565,1.080,0.020
1.570,1.074,0.019
1.575,1.015,0.018
1.580,1.024,0.019
1.585,1.009,0.021
1.590,0.977,0.019
1.595,1.054,0.020
1.600,1.046,0.021
1.605,1.059,0.019
1.610,1.078,0.023
1.615,1.048,0.018
1.620,1.113,0.020
1.625,1.138,0.021
1.630,1.075,0.019
1.635,1.041,0.019
1.640,0.987,0.020
1.645,0.985,0.021
1.650,1.059,0.021
1.655,1.053,0.020
1.660,1.034,0.021
1.665,1.059,0.019
1.670,1.068,0.021
1.675,1.042,0.019
1.680,1.063,0.019
1.685,1.084,0.021
1.690,1.055,0.022
1.695,0.983,0.021
1.700,1.014,0.020
1.705,1.061,0.022
1.710,1.075,0.020
1.715,1.028,0.022
1.720,0.973,0.019
1.725,1.050,0.021
1.730,1.086,0.025
1.735,0.993,0.021
1.740,0.993,0.022
1.745,1.010,0.022
1.750,0.999,0.021
1.755,0.967,0.023
1.760,0.952,0.022
1.765,0.990,0.021
1.770,0.986,0.022
1.775,0.974,0.021
1.780,0.990,0.024
1.785,1.030,0.023
1.790,0.965,0.023
1.795,0.898,0.023
1.800,0.969,0.026
1.805,0.992,0.030
1.810,0.950,0.028
1.815,0.986,0.031
1.820,1.008,0.035
1.825,1.012,0.037
1.830,1.062,0.049
1.835,1.062,0.054
1.840,1.016,0.054
1.845,0.935,0.054
