ASTEROID_NUMBER,PROVISIONAL_ID,PROPER_A,PROPER_ECC,SINE_PROPER_INCL,FAMILY_NAME,CLUMP_FLAG,CONFIDENCE_LEVEL
1,---,2.76709,0.1150,0.1678,Ceres,F,2
3,---,2.66940,0.2320,0.2308,Juno,C,0
4,---,2.36146,0.0986,0.1107,Vesta,F,3
5,---,2.57624,0.2289,0.0787,---,-,9
6,---,2.42533,0.1624,0.2450,---,-,9
7,---,2.38614,0.2120,0.1103,---,-,9
8,---,2.20137,0.1445,0.0930,Flora,F,2
9,---,2.38639,0.1273,0.0817,---,-,9
10,---,3.14228,0.1347,0.0884,Hygiea,F,3
11,---,2.45219,0.0747,0.0677,---,-,9
12,---,2.33420,0.1746,0.1617,---,-,9
13,---,2.57632,0.1243,0.2782,---,-,9
14,---,2.58755,0.1976,0.1449,---,-,9
15,---,2.64362,0.1481,0.2264,Eunomia,F,3
16,---,2.92212,0.1033,0.0438,---,-,9
17,---,2.47101,0.1375,0.0850,---,-,9
18,---,2.29570,0.1830,0.1661,---,-,9
19,---,2.44195,0.1346,0.0387,---,-,9
20,---,2.40856,0.1619,0.0247,Massalia,F,3
21,---,2.43525,0.1296,0.0372,---,-,9
22,---,2.90987,0.0887,0.2178,---,-,9
23,---,2.62800,0.2553,0.1673,---,-,9
24,---,3.13432,0.1518,0.0189,Themis,F,3
26,---,2.65565,0.1196,0.0523,---,-,9
27,---,2.34698,0.1868,0.0125,---,-,9
28,---,2.77735,0.1792,0.1472,---,-,9
29,---,2.55433,0.0716,0.1108,---,-,9
30,---,2.36561,0.1048,0.0490,---,-,9
32,---,2.58713,0.1097,0.1066,---,-,9
33,---,2.86689,0.2996,0.0353,---,-,9
34,---,2.68675,0.1449,0.0967,---,-,9
35,---,2.99788,0.2590,0.1448,---,-,9
37,---,2.64215,0.1600,0.0572,---,-,9
38,---,2.74073,0.1681,0.1357,---,-,9
39,---,2.76880,0.0677,0.1704,---,-,9
40,---,2.26724,0.0205,0.0650,---,-,9
42,---,2.44127,0.1894,0.1319,---,-,9
43,---,2.20331,0.1401,0.0702,Flora,F,1
44,---,2.42273,0.1740,0.0531,Nysa,F,3
45,---,2.72071,0.1127,0.1052,---,-,9
46,---,2.52572,0.1180,0.0440,Hestia,C,0
47,---,2.88009,0.1129,0.0906,---,-,9
48,---,3.11261,0.0633,0.1148,---,-,9
49,---,3.08887,0.1994,0.0786,---,-,9
50,---,2.65010,0.2437,0.0461,---,-,9
51,---,2.36570,0.1159,0.1730,---,-,9
52,---,3.09706,0.1183,0.1106,Hygiea,F,1
53,---,2.61916,0.2091,0.0792,---,-,9
54,---,2.71073,0.1881,0.2112,---,-,9
55,---,2.75976,0.1059,0.1223,---,-,9
56,---,2.59801,0.2106,0.1516,---,-,9
57,---,3.15399,0.0973,0.2645,---,-,9
58,---,2.69997,0.0846,0.0817,---,-,9
59,---,2.71331,0.0685,0.1456,---,-,9
60,---,2.39316,0.2022,0.0708,---,-,9
62,---,3.12163,0.1510,0.0225,Themis,F,3
63,---,2.39532,0.1203,0.1081,---,-,9
64,---,2.68182,0.1517,0.0394,---,-,9
66,---,2.64602,0.1442,0.0561,---,-,9
67,---,2.42097,0.1556,0.1155,---,-,9
68,---,2.78212,0.1481,0.1278,---,-,9
69,---,2.97985,0.1778,0.1537,---,-,9
70,---,2.61468,0.1544,0.1935,Eunomia,F,1
72,---,2.26626,0.0755,0.1043,---,-,9
73,---,2.66471,0.0394,0.0450,---,-,9
74,---,2.77956,0.1996,0.0744,---,-,9
75,---,2.67207,0.2695,0.0850,---,-,9
77,---,2.66869,0.1139,0.0472,---,-,9
78,---,2.62117,0.2378,0.1557,---,-,9
79,---,2.44423,0.1768,0.0875,---,-,9
80,---,2.29581,0.1495,0.1590,---,-,9
81,---,2.85415,0.1813,0.1432,---,-,9
82,---,2.76240,0.2499,0.0467,---,-,9
83,---,2.43153,0.1173,0.0794,---,-,9
84,---,2.36217,0.1930,0.1630,---,-,9
85,---,2.65369,0.1512,0.2178,Eunomia,F,3
86,---,3.10774,0.1835,0.0630,---,-,9
88,---,2.76818,0.1453,0.1090,---,-,9
89,---,2.55161,0.1237,0.2876,---,-,9
90,---,3.14556,0.1553,0.0231,Themis,F,3
91,---,2.59002,0.0941,0.0394,---,-,9
92,---,3.19553,0.0707,0.1513,---,-,9
93,---,2.75476,0.1425,0.1547,---,-,9
94,---,3.15853,0.0732,0.1430,---,-,9
95,---,3.06887,0.1306,0.2351,---,-,9
96,---,3.05283,0.1877,0.2834,---,-,9
97,---,2.66890,0.2386,0.2091,---,-,9
98,---,2.68694,0.2478,0.2581,---,-,9
99,---,2.66371,0.2286,0.2190,---,-,9
100,---,3.09453,0.1501,0.0912,Hygiea,F,2
101,---,2.58327,0.1099,0.1795,---,-,9
102,---,2.66137,0.2075,0.1005,---,-,9
103,---,2.70209,0.0570,0.0809,---,-,9
104,---,3.14795,0.1456,0.0420,Themis,F,1
106,---,3.17067,0.1467,0.0627,---,-,9
108,---,3.21658,0.1101,0.0839,Hygiea,F,1
109,---,2.69618,0.2651,0.1486,---,-,9
110,---,2.73283,0.0471,0.0902,Lydia,F,3
111,---,2.59424,0.1261,0.0995,---,-,9
112,---,2.43402,0.0943,0.0558,---,-,9
113,---,2.37595,0.1210,0.0772,---,-,9
114,---,2.67657,0.1765,0.0794,---,-,9
115,---,2.37989,0.1794,0.2145,---,-,9
116,---,2.76849,0.1750,0.0478,---,-,9
117,---,2.99131,0.0301,0.2639,---,-,9
118,---,2.43802,0.1674,0.1232,---,-,9
119,---,2.58133,0.0485,0.1053,---,-,9
120,---,3.11745,0.0852,0.1323,---,-,9
122,---,3.22255,0.0521,0.0325,---,-,9
123,---,2.69510,0.1097,0.1270,---,-,9
124,---,2.62994,0.1075,0.0542,---,-,9
125,---,2.74327,0.0858,0.0772,Liberatrix,F,2
126,---,2.43882,0.0724,0.0458,---,-,9
127,---,2.75598,0.0912,0.1367,---,-,9
128,---,2.75006,0.0880,0.0902,Nemesis,F,3
129,---,2.87059,0.2248,0.2079,---,-,9
131,---,2.43162,0.0938,0.0719,---,-,9
133,---,3.06300,0.1541,0.1469,---,-,9
134,---,2.56411,0.1093,0.2081,---,-,9
135,---,2.42844,0.1743,0.0465,Nysa,F,3
136,---,2.28676,0.0201,0.1728,---,-,9
137,---,3.11861,0.1853,0.2511,Meliboea,F,3
138,---,2.44808,0.1376,0.0442,---,-,9
139,---,2.78319,0.2254,0.1834,---,-,9
140,---,2.73236,0.2010,0.0343,---,-,9
141,---,2.66591,0.1706,0.2245,Eunomia,F,2
142,---,2.41861,0.1591,0.0558,Polana(nysa),F,2
143,---,2.76156,0.0927,0.2103,---,-,9
144,---,2.65502,0.1905,0.0667,Vibilia,C,0
145,---,2.67269,0.1690,0.2028,Adeona,F,3
146,---,2.71877,0.0907,0.2085,---,-,9
147,---,3.13704,0.0056,0.0529,---,-,9
149,---,2.17467,0.0849,0.0258,---,-,9
150,---,2.98211,0.0923,0.0489,---,-,9
151,---,2.59181,0.0698,0.1044,---,-,9
152,---,3.13984,0.0763,0.2012,---,-,9
155,---,2.75838,0.2687,0.1943,---,-,9
156,---,2.73010,0.2782,0.1792,---,-,9
157,---,2.57979,0.2156,0.1995,Dejanira,C,0
158,---,2.86886,0.0451,0.0375,Koronis,F,3
159,---,3.10469,0.1162,0.0892,---,-,9
160,---,2.72775,0.0556,0.0703,---,-,9
161,---,2.37936,0.0992,0.1532,---,-,9
162,---,3.01917,0.2091,0.0989,---,-,9
163,---,2.36709,0.2099,0.0826,Erigone,F,3
165,---,3.12926,0.0820,0.2113,---,-,9
166,---,2.68587,0.1760,0.2005,Adeona,F,3
167,---,2.85360,0.0428,0.0370,Koronis,F,3
169,---,2.35822,0.0935,0.0955,---,-,9
170,---,2.55370,0.1012,0.2592,Maria,F,3
171,---,3.13654,0.1514,0.0234,Themis,F,3
172,---,2.37987,0.0711,0.1767,---,-,9
173,---,2.74325,0.1723,0.2338,---,-,9
174,---,2.85994,0.1484,0.2281,---,-,9
175,---,3.20293,0.1990,0.0538,---,-,9
177,---,2.77000,0.1992,0.0381,---,-,9
178,---,2.46015,0.0526,0.0226,---,-,9
179,---,2.97235,0.0762,0.1569,---,-,9
180,---,2.72189,0.1915,0.0324,---,-,9
181,---,3.12692,0.2257,0.2957,---,-,9
182,---,2.41621,0.1758,0.0197,---,-,9
184,---,3.18249,0.1026,0.0371,---,-,9
186,---,2.36188,0.0747,0.2199,---,-,9
187,---,2.73084,0.2866,0.1711,---,-,9
188,---,2.76177,0.1486,0.2224,---,-,9
189,---,2.45031,0.0151,0.0982,---,-,9
191,---,2.89563,0.0538,0.1913,---,-,9
192,---,2.40286,0.2093,0.1214,---,-,9
193,---,2.60129,0.2751,0.2322,---,-,9
194,---,2.61644,0.1907,0.2960,---,-,9
195,---,2.87798,0.0680,0.1219,---,-,9
196,---,3.11454,0.0340,0.1078,---,-,9
197,---,2.73981,0.1303,0.1355,---,-,9
198,---,2.45911,0.1799,0.1854,---,-,9
199,---,3.16919,0.2005,0.2350,---,-,9
200,---,2.73751,0.1042,0.1349,---,-,9
201,---,2.67818,0.1456,0.0901,---,-,9
202,---,3.07243,0.1254,0.1355,---,-,9
203,---,2.73720,0.0399,0.0644,---,-,9
204,---,2.67107,0.1638,0.1513,---,-,9
205,---,2.77733,0.0450,0.1940,---,-,9
206,---,2.74074,0.0495,0.0550,---,-,9
207,---,2.28396,0.0649,0.0582,---,-,9
208,---,2.89297,0.0449,0.0372,Koronis,F,3
209,---,3.14788,0.0732,0.1299,---,-,9
210,---,2.72212,0.0960,0.0832,Nemesis,F,2
211,---,3.04433,0.1504,0.0856,---,-,9
212,---,3.11320,0.0919,0.0929,---,-,9
213,---,2.75297,0.1455,0.0997,---,-,9
214,---,2.61147,0.0580,0.0682,---,-,9
215,---,2.76669,0.0145,0.0292,---,-,9
216,---,2.79439,0.2331,0.2202,---,-,9
217,---,2.86939,0.2842,0.1704,---,-,9
218,---,2.66719,0.1400,0.2582,---,-,9
219,---,2.35410,0.1661,0.1922,---,-,9
220,---,2.34855,0.2036,0.1544,---,-,9
221,---,3.01239,0.0769,0.1726,Eos,F,3
222,---,3.13494,0.1548,0.0183,Themis,F,3
223,---,3.08994,0.1344,0.0264,Themis,F,3
224,---,2.64530,0.0575,0.1082,---,-,9
226,---,2.71277,0.1920,0.2550,---,-,9
227,---,3.14445,0.2202,0.1848,---,-,9
228,---,2.20136,0.1810,0.0520,---,-,9
230,---,2.38232,0.0434,0.1765,---,-,9
231,---,2.92054,0.1693,0.1007,---,-,9
232,---,2.55351,0.2231,0.0966,---,-,9
233,---,2.66009,0.0700,0.1462,---,-,9
234,---,2.38576,0.2194,0.2407,---,-,9
235,---,2.88205,0.0746,0.1399,---,-,9
236,---,2.79969,0.1524,0.1309,---,-,9
237,---,2.76263,0.0816,0.1497,---,-,9
238,---,2.90698,0.0568,0.2138,---,-,9
239,---,2.97023,0.1998,0.1023,---,-,9
240,---,2.66456,0.1830,0.0201,---,-,9
241,---,3.04987,0.0694,0.1170,---,-,9
242,---,2.86295,0.1392,0.2080,---,-,9
243,---,2.86166,0.0454,0.0364,Koronis,F,3
244,---,2.17443,0.1104,0.0612,Flora,F,1
245,---,3.09237,0.1717,0.0719,---,-,9
246,---,2.69468,0.1055,0.2668,---,-,9
248,---,2.47094,0.0742,0.0850,---,-,9
249,---,2.37760,0.1802,0.1727,---,-,9
250,---,3.14629,0.1243,0.2218,---,-,9
251,---,3.09497,0.0963,0.1735,---,-,9
252,---,3.15796,0.0505,0.1800,---,-,9
253,---,2.64737,0.2250,0.1153,---,-,9
254,---,2.19485,0.1167,0.0697,Augusta,F,2
255,---,2.74582,0.1286,0.1612,Ceres,F,3
256,---,3.00030,0.0994,0.2284,---,-,9
257,---,3.11547,0.1033,0.0576,---,-,9
258,---,2.61541,0.1688,0.2463,Eunomia,F,2
259,---,3.13836,0.1440,0.1638,---,-,9
261,---,2.33154,0.1313,0.0507,---,-,9
262,---,2.55370,0.1941,0.1228,---,-,9
263,---,2.88653,0.0419,0.0371,Koronis,F,3
264,---,2.79811,0.1033,0.1651,---,-,9
266,---,2.80448,0.1376,0.2408,---,-,9
267,---,2.77413,0.1126,0.0860,---,-,9
268,---,3.09686,0.1659,0.0243,Themis,F,3
269,---,2.61527,0.2244,0.0914,---,-,9
270,---,2.19837,0.0921,0.0550,---,-,9
271,---,3.00632,0.0686,0.0752,---,-,9
272,---,2.77786,0.0505,0.0691,---,-,9
274,---,3.04331,0.1551,0.0434,---,-,9
275,---,2.77155,0.2021,0.0674,---,-,9
277,---,2.88561,0.0528,0.0372,Koronis,F,3
278,---,2.75482,0.1744,0.1196,---,-,9
280,---,2.94305,0.1131,0.1312,---,-,9
281,---,2.18782,0.1339,0.0757,Flora,F,2
282,---,2.33929,0.1036,0.1531,---,-,9
283,---,3.04606,0.1131,0.1581,Eos,F,1
284,---,2.35846,0.1935,0.1537,---,-,9
285,---,3.08668,0.2128,0.2951,---,-,9
286,---,3.19609,0.0066,0.2964,---,-,9
287,---,2.35297,0.0485,0.1697,---,-,9
288,---,2.75872,0.2456,0.0599,---,-,9
289,---,2.87378,0.1691,0.1115,---,-,9
291,---,2.22202,0.1436,0.0363,Flora,F,1
292,---,2.52992,0.0272,0.2470,---,-,9
293,---,2.86183,0.1265,0.2585,Brasilia,C,0
294,---,3.14260,0.2257,0.0881,---,-,9
295,---,2.79663,0.1530,0.0658,---,-,9
296,---,2.22881,0.1243,0.0252,---,-,9
297,---,3.17050,0.1206,0.1414,---,-,9
298,---,2.26390,0.1479,0.1037,Flora,F,2
299,---,2.43419,0.0440,0.0428,---,-,9
300,---,3.21021,0.0119,0.0172,---,-,9
301,---,2.72528,0.0804,0.0727,Liberatrix,F,2
302,---,2.40563,0.1066,0.0585,---,-,9
303,---,3.12229,0.0456,0.1297,---,-,9
304,---,2.40361,0.1221,0.2567,---,-,9
305,---,3.09284,0.1981,0.0904,---,-,9
306,---,2.35799,0.1180,0.1170,Vesta,F,2
307,---,2.90852,0.1263,0.0856,---,-,9
308,---,2.74953,0.0468,0.0785,---,-,9
309,---,2.66468,0.1014,0.0709,---,-,9
310,---,2.76177,0.1538,0.0702,---,-,9
311,---,2.89772,0.0398,0.0372,Koronis,F,3
312,---,2.78205,0.1669,0.1635,---,-,9
313,---,2.37572,0.2359,0.2011,---,-,9
314,---,3.15136,0.1611,0.2034,---,-,9
315,---,2.24146,0.1178,0.0433,Flora,F,2
316,---,3.17214,0.1361,0.0235,Themis,F,3
317,---,2.28661,0.0417,0.0309,---,-,9
318,---,3.20318,0.0698,0.1760,---,-,9
320,---,3.01333,0.0792,0.1732,Eos,F,3
321,---,2.88559,0.0458,0.0381,Koronis,F,3
322,---,2.78247,0.1984,0.1645,---,-,9
324,---,2.68352,0.2967,0.2095,---,-,9
325,---,3.20230,0.1491,0.1612,---,-,9
327,---,2.77606,0.0575,0.1299,---,-,9
328,---,3.10666,0.1136,0.2836,---,-,9
330,---,2.46991,0.2178,0.1097,---,-,9
331,---,3.02517,0.0662,0.1013,---,-,9
332,---,2.77308,0.0639,0.0444,---,-,9
333,---,3.12416,0.1374,0.0734,Hygiea,F,2
335,---,2.47476,0.1622,0.0818,---,-,9
336,---,2.25175,0.0891,0.1067,---,-,9
337,---,2.38313,0.1565,0.1394,---,-,9
338,---,2.91271,0.0249,0.1249,---,-,9
339,---,3.01197,0.0730,0.1683,Eos,F,3
340,---,2.74645,0.1036,0.0766,---,-,9
341,---,2.19935,0.1264,0.0912,Flora,F,2
342,---,2.56797,0.1446,0.1410,---,-,9
343,---,2.41158,0.2127,0.0471,---,-,9
345,---,2.32537,0.0975,0.1801,---,-,9
346,---,2.79618,0.0637,0.1333,---,-,9
347,---,2.61304,0.1974,0.1914,---,-,9
348,---,2.96952,0.0832,0.1499,---,-,9
349,---,2.92494,0.0550,0.1349,---,-,9
351,---,2.76607,0.1812,0.1399,---,-,9
352,---,2.19412,0.1362,0.0703,Flora,F,2
354,---,2.79801,0.1787,0.2922,---,-,9
355,---,2.53869,0.1179,0.0800,---,-,9
356,---,2.75682,0.2201,0.1567,---,-,9
357,---,3.14872,0.0537,0.2460,---,-,9
358,---,2.87780,0.1345,0.0612,---,-,9
359,---,2.72905,0.1206,0.1167,---,-,9
360,---,3.00152,0.1554,0.1906,---,-,9
362,---,2.57879,0.0390,0.1322,---,-,9
363,---,2.74749,0.0351,0.0887,Lydia,F,3
364,---,2.22060,0.1592,0.0947,Flora,F,2
365,---,2.80261,0.1433,0.2195,---,-,9
366,---,3.14274,0.0537,0.1914,Vincentina,C,0
367,---,2.21937,0.1479,0.0402,---,-,9
368,---,3.06800,0.1801,0.1563,---,-,9
369,---,2.64889,0.0563,0.2039,---,-,9
370,---,2.32442,0.0486,0.1472,---,-,9
371,---,2.72685,0.0869,0.1469,---,-,9
373,---,3.11677,0.1325,0.2585,---,-,9
374,---,2.77969,0.1129,0.1655,Ceres,F,2
375,---,3.12849,0.0984,0.2793,---,-,9
376,---,2.28860,0.1712,0.1053,---,-,9
377,---,2.69043,0.0515,0.1254,---,-,9
378,---,2.77669,0.0962,0.1354,---,-,9
379,---,3.13585,0.1570,0.0307,Themis,F,3
380,---,2.67837,0.0799,0.0875,---,-,9
381,---,3.20972,0.1193,0.2003,---,-,9
382,---,3.12210,0.1936,0.1540,---,-,9
383,---,3.13424,0.1530,0.0246,Themis,F,3
384,---,2.65218,0.1418,0.0863,---,-,9
385,---,2.84681,0.1692,0.2360,---,-,9
387,---,2.73899,0.2283,0.2843,---,-,9
388,---,3.00571,0.0441,0.1182,---,-,9
389,---,2.60849,0.0983,0.1599,---,-,9
390,---,2.65190,0.1724,0.2215,Eunomia,F,2
392,---,2.88456,0.1292,0.2476,---,-,9
393,---,2.77619,0.2717,0.2912,---,-,9
394,---,2.76268,0.1913,0.0954,---,-,9
395,---,2.78527,0.0966,0.0766,---,-,9
396,---,2.74181,0.1679,0.0609,Aeolia,C,0
397,---,2.63554,0.2057,0.2324,---,-,9
398,---,2.73842,0.2267,0.1759,---,-,9
399,---,3.05286,0.1142,0.2314,---,-,9
400,---,3.13211,0.1336,0.1992,---,-,9
402,---,2.55770,0.1571,0.1898,---,-,9
403,---,2.80974,0.1260,0.1780,---,-,9
404,---,2.59214,0.2319,0.2314,---,-,9
405,---,2.58290,0.2831,0.2301,---,-,9
406,---,2.91593,0.1447,0.0901,---,-,9
407,---,2.62472,0.0396,0.1480,---,-,9
408,---,3.16477,0.1208,0.1793,---,-,9
409,---,2.57621,0.0992,0.2083,---,-,9
410,---,2.72667,0.2552,0.1605,Chloris,F,3
411,---,2.93508,0.1258,0.2406,---,-,9
412,---,2.76298,0.0716,0.2213,---,-,9
415,---,2.78990,0.2811,0.1293,---,-,9
416,---,2.78817,0.2532,0.1968,---,-,9
417,---,2.79882,0.1778,0.1189,---,-,9
418,---,2.59299,0.0876,0.1364,---,-,9
419,---,2.59426,0.2634,0.0800,---,-,9
421,---,2.53912,0.2483,0.1391,---,-,9
422,---,2.22836,0.1601,0.0800,Flora,F,1
423,---,3.06856,0.0510,0.1766,Eos,F,1
424,---,2.77397,0.1016,0.1225,---,-,9
425,---,2.88666,0.0961,0.0543,---,-,9
427,---,2.97336,0.1048,0.1059,---,-,9
428,---,2.30796,0.1552,0.0992,Flora,F,1
429,---,2.60728,0.0992,0.1746,---,-,9
430,---,2.84453,0.2741,0.2475,---,-,9
431,---,3.13008,0.1571,0.0131,Themis,F,3
432,---,2.36931,0.1434,0.1905,---,-,9
435,---,2.44943,0.1215,0.0287,---,-,9
437,---,2.38557,0.2051,0.1477,---,-,9
438,---,2.55413,0.0748,0.1142,---,-,9
440,---,2.21029,0.1535,0.0342,---,-,9
441,---,2.80667,0.0890,0.1590,---,-,9
442,---,2.34529,0.1003,0.0984,Vesta,F,1
443,---,2.21546,0.0985,0.0800,---,-,9
444,---,2.77067,0.1299,0.1810,---,-,9
446,---,2.78779,0.0956,0.1760,---,-,9
447,---,2.98638,0.0154,0.0657,---,-,9
448,---,3.14226,0.1517,0.2155,---,-,9
449,---,2.55351,0.2025,0.0382,---,-,9
450,---,3.01567,0.0714,0.1732,Eos,F,3
451,---,3.06241,0.0713,0.2408,---,-,9
452,---,2.84695,0.0486,0.0363,Koronis,F,3
453,---,2.18328,0.1391,0.0851,Flora,F,2
454,---,2.62727,0.1764,0.1006,---,-,9
455,---,2.65687,0.2417,0.2037,---,-,9
456,---,2.78588,0.2203,0.2496,---,-,9
457,---,3.09051,0.1470,0.2413,---,-,9
458,---,2.99302,0.2043,0.2145,---,-,9
459,---,2.62057,0.1932,0.1674,---,-,9
460,---,2.71763,0.0667,0.0899,---,-,9
461,---,3.11393,0.1557,0.0237,Themis,F,3
462,---,2.87374,0.0502,0.0362,Koronis,F,3
463,---,2.39830,0.1795,0.2148,---,-,9
464,---,2.80291,0.1582,0.1613,Ceres,F,1
465,---,3.09411,0.2336,0.1075,---,-,9
467,---,2.94412,0.0881,0.1282,---,-,9
468,---,3.14078,0.1601,0.0212,Themis,F,3
469,---,3.16189,0.2039,0.2120,---,-,9
470,---,2.40474,0.1224,0.1250,---,-,9
471,---,2.88839,0.2066,0.2349,---,-,9
472,---,2.54310,0.1004,0.2611,Maria,F,3
473,---,2.66226,0.1466,0.2295,Eunomia,F,3
474,---,2.45386,0.1781,0.1471,---,-,9
476,---,2.64983,0.0720,0.2053,---,-,9
477,---,2.41550,0.1530,0.0890,---,-,9
478,---,3.01643,0.0939,0.2448,---,-,9
479,---,2.72093,0.1818,0.1417,---,-,9
481,---,2.74062,0.1352,0.1506,---,-,9
482,---,2.99887,0.1064,0.2511,---,-,9
484,---,2.66778,0.0364,0.2016,---,-,9
485,---,2.74986,0.1957,0.2539,---,-,9
486,---,2.35192,0.1926,0.1772,---,-,9
487,---,2.67003,0.0674,0.1621,---,-,9
488,---,3.15355,0.1893,0.1867,---,-,9
489,---,3.15405,0.0709,0.2167,---,-,9
490,---,3.17504,0.0646,0.1576,Veritas,F,3
492,---,3.11192,0.1521,0.0221,Themis,F,3
493,---,3.12084,0.1416,0.2667,---,-,9
494,---,2.98669,0.0832,0.1136,---,-,9
495,---,2.48676,0.1177,0.0454,---,-,9
496,---,2.19886,0.1332,0.0774,Flora,F,2
497,---,2.85067,0.2631,0.0814,---,-,9
498,---,2.65073,0.1899,0.1492,---,-,9
500,---,2.61290,0.1028,0.1895,---,-,9
503,---,2.72431,0.1886,0.0719,---,-,9
504,---,2.72146,0.1732,0.2099,---,-,9
505,---,2.68553,0.2146,0.1448,---,-,9
506,---,3.04348,0.1820,0.2942,---,-,9
507,---,3.15441,0.0709,0.1858,Laodica,C,0
508,---,3.16213,0.0370,0.2188,---,-,9
509,---,3.06477,0.0672,0.2729,---,-,9
510,---,2.60933,0.1711,0.1776,---,-,9
511,---,3.17283,0.1874,0.2427,---,-,9
512,---,2.18950,0.1991,0.1425,---,-,9
513,---,3.01453,0.0589,0.1686,Eos,F,3
514,---,3.04671,0.0116,0.0879,---,-,9
515,---,3.12112,0.1560,0.0182,Themis,F,3
516,---,2.67948,0.2830,0.2558,---,-,9
517,---,3.14462,0.1717,0.0760,---,-,9
518,---,2.53496,0.1875,0.1298,---,-,9
519,---,2.79015,0.1403,0.1810,---,-,9
520,---,3.00665,0.0864,0.1803,Eos,F,3
521,---,2.74170,0.2484,0.1610,Chloris,F,2
523,---,2.96825,0.1764,0.0920,---,-,9
524,---,2.63553,0.1074,0.1566,---,-,9
525,---,2.24526,0.1490,0.1153,Flora,F,1
526,---,3.12274,0.1552,0.0248,Themis,F,3
527,---,2.72536,0.1253,0.1471,---,-,9
529,---,3.01771,0.0705,0.1732,Eos,F,3
530,---,3.20071,0.1937,0.1259,---,-,9
532,---,2.77150,0.2027,0.2728,---,-,9
533,---,2.98053,0.0765,0.1131,---,-,9
534,---,2.88419,0.0528,0.0369,Koronis,F,3
535,---,2.56930,0.0550,0.0994,---,-,9
537,---,3.06571,0.2271,0.1429,---,-,9
538,---,3.16492,0.1349,0.0979,Hygiea,F,3
539,---,2.73887,0.1648,0.1432,---,-,9
540,---,2.21889,0.1464,0.1017,Flora,F,2
541,---,2.81414,0.0717,0.1230,---,-,9
542,---,2.90594,0.1058,0.1963,---,-,9
543,---,3.06191,0.1219,0.1687,---,-,9
544,---,2.59178,0.1497,0.1589,---,-,9
545,---,3.18237,0.1848,0.2037,---,-,9
546,---,2.59799,0.1520,0.2539,Eunomia,F,3
547,---,2.77330,0.2240,0.2754,---,-,9
548,---,2.28205,0.1900,0.0554,---,-,9
549,---,2.68406,0.2594,0.0835,---,-,9
550,---,2.59018,0.1913,0.1915,---,-,9
551,---,2.96679,0.1134,0.0221,---,-,9
552,---,3.15497,0.1003,0.1530,---,-,9
553,---,2.23079,0.1274,0.0824,Flora,F,2
554,---,2.37473,0.1488,0.0649,---,-,9
555,---,3.16922,0.1829,0.0293,Themis,F,3
556,---,2.46546,0.1183,0.1058,---,-,9
557,---,2.44197,0.1289,0.0582,---,-,9
558,---,2.90792,0.0537,0.1313,---,-,9
559,---,2.71172,0.1049,0.1448,---,-,9
560,---,2.75134,0.1766,0.1247,---,-,9
561,---,3.16763,0.1374,0.0253,Themis,F,3
562,---,3.01915,0.0722,0.1772,Eos,F,3
563,---,2.71305,0.2152,0.1513,---,-,9
564,---,2.74901,0.2684,0.2760,---,-,9
565,---,2.44319,0.1718,0.2060,---,-,9
567,---,3.13516,0.1217,0.1447,---,-,9
569,---,2.65772,0.1777,0.0394,Misa,F,3
571,---,2.41014,0.2142,0.0914,---,-,9
572,---,2.40061,0.1356,0.1849,---,-,9
573,---,3.01378,0.0804,0.1791,Eos,F,3
574,---,2.25252,0.2329,0.1053,---,-,9
575,---,2.55477,0.0890,0.2594,Maria,F,3
576,---,2.98572,0.1760,0.1897,---,-,9
577,---,3.11773,0.1423,0.1053,---,-,9
578,---,2.75005,0.1855,0.1054,---,-,9
579,---,3.01279,0.0660,0.1714,Eos,F,3
580,---,3.21880,0.1000,0.0425,---,-,9
583,---,3.18257,0.1660,0.1683,---,-,9
584,---,2.37370,0.1791,0.2055,---,-,9
585,---,2.42989,0.1687,0.1318,---,-,9
586,---,3.04109,0.0825,0.0450,---,-,9
589,---,3.13375,0.0246,0.1848,---,-,9
590,---,3.00076,0.0827,0.1732,Eos,F,3
591,---,2.67966,0.2472,0.2259,---,-,9
592,---,3.02263,0.1140,0.1743,---,-,9
593,---,2.69868,0.2440,0.2698,---,-,9
596,---,2.92998,0.1992,0.2248,---,-,9
597,---,2.67200,0.1051,0.2127,---,-,9
598,---,2.76168,0.2070,0.1990,---,-,9
599,---,2.77281,0.2276,0.2878,---,-,9
600,---,2.65987,0.0670,0.1654,---,-,9
601,---,3.13115,0.1019,0.2691,---,-,9
602,---,3.08832,0.2078,0.2732,---,-,9
603,---,2.54232,0.2138,0.1401,---,-,9
604,---,3.15106,0.1696,0.0794,---,-,9
606,---,2.58734,0.1787,0.1675,---,-,9
607,---,2.85219,0.1112,0.1966,---,-,9
608,---,3.02451,0.0837,0.1849,Eos,F,3
609,---,3.08763,0.0482,0.0678,---,-,9
610,---,3.08355,0.2382,0.2000,---,-,9
611,---,2.97888,0.1090,0.2381,---,-,9
613,---,2.92040,0.0460,0.1392,---,-,9
614,---,2.69403,0.0884,0.1329,---,-,9
615,---,2.63142,0.1322,0.0508,---,-,9
616,---,2.55267,0.0964,0.2597,Maria,F,3
618,---,3.18984,0.0599,0.2734,---,-,9
619,---,2.52019,0.0361,0.2406,---,-,9
620,---,2.43539,0.1003,0.1329,---,-,9
621,---,3.11905,0.1504,0.0254,Themis,F,3
622,---,2.41468,0.2177,0.1452,---,-,9
