ASTEROID_NUMBER,PROVISIONAL_ID,PROPER_A,PROPER_ECC,SINE_PROPER_INCL,FAMILY_NAME,CLUMP_FLAG,CONFIDENCE_LEVEL
-99999,1990ST7,2.59206,0.1067,0.0489,---,-,9
-99999,1990SV7,2.24579,0.1338,0.0893,Flora,F,2
-99999,1990SW7,2.67058,0.1811,0.1265,---,-,9
-99999,1990SY7,2.31300,0.0996,0.0783,---,-,9
-99999,1990SB8,2.34592,0.1925,0.0422,Nysa,F,2
-99999,1990SC8,2.55264,0.1416,0.1204,---,-,9
-99999,1990SD8,3.06446,0.1674,0.0617,---,-,9
-99999,1990SF8,2.24723,0.1771,0.0800,---,-,9
-99999,1990SH8,2.22682,0.1329,0.1064,Flora,F,2
-99999,1990SK8,2.42665,0.1554,0.0587,Polana(nysa),F,2
-99999,1990SM8,2.60617,0.1107,0.0604,1981eg1,C,0
-99999,1990SO8,2.70624,0.2048,0.0745,---,-,9
-99999,1990SQ8,2.60605,0.2703,0.0787,---,-,9
-99999,1990SR8,2.22159,0.1050,0.0765,---,-,9
-99999,1990SV8,2.32804,0.1447,0.0403,---,-,9
-99999,1990SW8,2.77953,0.1072,0.1953,---,-,9
-99999,1990SY8,2.30453,0.1286,0.0629,Flora,F,1
-99999,1990SB9,2.16720,0.1231,0.0449,Flora,F,1
-99999,1990SE9,2.60548,0.1037,0.0764,---,-,9
-99999,1990SF9,3.13185,0.1410,0.0918,Hygiea,F,3
-99999,1990SN9,2.20501,0.1521,0.0874,Flora,F,1
-99999,1990SP9,2.26667,0.1316,0.1030,---,-,9
-99999,1990SS9,2.36432,0.1897,0.0406,Nysa,F,3
-99999,1990ST9,2.43740,0.1638,0.0439,Nysa,F,3
-99999,1990SU9,2.28595,0.1497,0.0685,---,-,9
-99999,1990SX10,2.31667,0.0364,0.1085,---,-,9
-99999,1990SE11,2.78173,0.1323,0.1563,Ceres,F,3
-99999,1990SL11,2.21990,0.1277,0.0735,Flora,F,2
-99999,1990SG12,2.81267,0.1755,0.0988,---,-,9
-99999,1990SX13,2.24128,0.1249,0.0234,---,-,9
-99999,1990SU15,2.70638,0.1889,0.2156,---,-,9
-99999,1990SV15,2.73410,0.0371,0.0722,---,-,9
-99999,1990TD,2.27620,0.1307,0.1036,---,-,9
-99999,1990TO,2.27629,0.1436,0.0840,Flora,F,2
-99999,1990TP,2.26538,0.1232,0.0611,Flora,F,1
-99999,1990TQ,2.30133,0.2315,0.1141,---,-,9
-99999,1990TW,2.59698,0.1582,0.2123,Eunomia,F,3
-99999,1990TC1,2.23285,0.1603,0.0781,Flora,F,1
-99999,1990TJ1,2.28199,0.1764,0.0498,---,-,9
-99999,1990TM1,3.24775,0.0531,0.0953,---,-,9
-99999,1990TR1,2.28500,0.0857,0.1151,---,-,9
-99999,1990TH3,2.74000,0.2432,0.1685,---,-,9
-99999,1990TJ3,2.20751,0.1180,0.0728,Augusta,F,3
-99999,1990TT4,3.14387,0.2006,0.1820,1985ru1,C,0
-99999,1990TX4,2.97807,0.1318,0.1562,---,-,9
-99999,1990TG5,2.24800,0.1503,0.0759,Amneris(flora),F,3
-99999,1990TR5,2.26800,0.1953,0.1203,---,-,9
-99999,1990TB6,2.30219,0.0789,0.1229,---,-,9
-99999,1990TF6,2.72154,0.2813,0.1801,---,-,9
-99999,1990TL6,2.16950,0.1194,0.0672,---,-,9
-99999,1990TF8,2.54516,0.1535,0.2567,---,-,9
-99999,1990TN8,3.02220,0.1849,0.0709,---,-,9
-99999,1990TW8,2.27603,0.1435,0.0954,Flora,F,2
-99999,1990TX8,2.66958,0.2094,0.0516,---,-,9
-99999,1990TH12,2.36909,0.1763,0.0881,Jerome,C,0
-99999,1990TJ15,2.77520,0.1310,0.1607,Ceres,F,3
-99999,1990TK15,2.36897,0.0984,0.1129,Vesta,F,3
-99999,1990TX15,2.29519,0.1187,0.0636,---,-,9
-99999,1990UB,2.27886,0.1746,0.0668,Flora,F,1
-99999,1990UC,2.33955,0.1799,0.1377,---,-,9
-99999,1990UG,2.93552,0.0290,0.2163,---,-,9
-99999,1990UK,2.62158,0.0918,0.2560,---,-,9
-99999,1990UM,2.76118,0.2669,0.1745,---,-,9
-99999,1990UV,2.39621,0.0915,0.1083,Vesta,F,2
-99999,1990UZ,3.01771,0.0842,0.1792,Eos,F,3
-99999,1990UA1,2.66821,0.1413,0.2227,Eunomia,F,3
-99999,1990UB1,3.14547,0.1394,0.2405,---,-,9
-99999,1990UC1,2.40211,0.1778,0.1810,---,-,9
-99999,1990UD1,3.00651,0.1738,0.0670,---,-,9
-99999,1990UF1,2.22218,0.0952,0.0649,---,-,9
-99999,1990UL1,2.26010,0.1531,0.0681,Reginita(flora),F,3
-99999,1990UN1,2.36552,0.2104,0.0904,Erigone,F,2
-99999,1990UP1,2.27045,0.1766,0.1342,---,-,9
-99999,1990UU1,2.55592,0.1413,0.2318,Eunomia,F,3
-99999,1990UX1,2.65235,0.1232,0.2181,Eunomia,F,1
-99999,1990UY1,2.35633,0.1124,0.1448,---,-,9
-99999,1990UZ1,2.21046,0.1463,0.0738,---,-,9
-99999,1990UA2,2.56099,0.2221,0.0602,---,-,9
-99999,1990UC2,2.45331,0.1268,0.1469,---,-,9
-99999,1990UE2,2.39706,0.2084,0.0854,---,-,9
-99999,1990UL2,2.20682,0.1356,0.0783,Flora,F,2
-99999,1990UM2,3.01598,0.0771,0.1811,Eos,F,3
-99999,1990UN2,2.32984,0.0529,0.0939,---,-,9
-99999,1990UQ2,2.39182,0.1881,0.1312,---,-,9
-99999,1990UV2,2.23328,0.1532,0.0354,---,-,9
-99999,1990UB3,2.26973,0.1891,0.0426,---,-,9
-99999,1990UK3,2.92671,0.2280,0.1652,---,-,9
-99999,1990UN3,2.34480,0.2030,0.0851,Erigone,F,3
-99999,1990UQ3,2.33961,0.1351,0.1011,---,-,9
-99999,1990UY3,3.11316,0.1964,0.1599,---,-,9
-99999,1990UH4,2.81901,0.2199,0.2693,---,-,9
-99999,1990UK4,2.81295,0.2037,0.1666,---,-,9
-99999,1990UL4,2.28824,0.0532,0.1091,---,-,9
-99999,1990UP4,2.44891,0.1615,0.0931,---,-,9
-99999,1990UT5,2.74098,0.0688,0.0652,Liberatrix,F,3
-99999,1990UW5,2.34703,0.2066,0.1949,---,-,9
-99999,1990UJ8,2.97683,0.2574,0.0514,---,-,9
-99999,1990UL11,2.75658,0.0577,0.0376,---,-,9
-99999,1990UN13,2.78976,0.0883,0.0704,---,-,9
-99999,1990VE,2.76369,0.1594,0.1001,---,-,9
-99999,1990VM,3.16142,0.1435,0.1343,---,-,9
-99999,1990VM1,2.35432,0.2236,0.1637,---,-,9
-99999,1990VN1,2.63178,0.0896,0.1419,---,-,9
-99999,1990VO1,2.35127,0.2279,0.0420,---,-,9
-99999,1990VQ1,2.63937,0.1347,0.2211,Eunomia,F,3
-99999,1990VT1,2.31850,0.1852,0.0402,---,-,9
-99999,1990VX1,2.20379,0.1779,0.0416,---,-,9
-99999,1990VY1,2.66600,0.2323,0.1925,---,-,9
-99999,1990VK2,3.07664,0.2563,0.1359,---,-,9
-99999,1990VM2,2.66798,0.1658,0.0619,1982qg,C,0
-99999,1990VY2,2.53176,0.1310,0.0711,---,-,9
-99999,1990VZ2,3.02076,0.0220,0.1512,---,-,9
-99999,1990VA3,2.26173,0.1513,0.0380,---,-,9
-99999,1990VJ3,3.00994,0.0777,0.1689,Eos,F,3
-99999,1990VE4,2.74742,0.2117,0.1971,---,-,9
-99999,1990VT5,2.54529,0.1524,0.2347,Eunomia,F,3
-99999,1990VW6,2.27973,0.1399,0.0550,---,-,9
-99999,1990VZ6,3.13503,0.1866,0.1499,---,-,9
-99999,1990VF8,2.73749,0.1432,0.1363,---,-,9
-99999,1990VY8,2.24267,0.1668,0.0850,Flora,F,1
-99999,1990VB14,2.42297,0.1881,0.0445,Nysa,F,3
-99999,1990VR14,2.28435,0.1414,0.0455,Flora,F,1
-99999,1990VY14,2.64765,0.1448,0.0543,---,-,9
-99999,1990WF,2.25398,0.1190,0.0742,Flora,F,2
-99999,1990WM,3.00160,0.0987,0.1915,Eos,F,2
-99999,1990WS,2.38519,0.0826,0.1146,Vesta,F,2
-99999,1990WV,2.24760,0.1320,0.0905,Flora,F,2
-99999,1990WK1,2.60871,0.2753,0.1017,---,-,9
-99999,1990WN1,2.98126,0.2928,0.1218,---,-,9
-99999,1990WO1,2.41480,0.2143,0.0852,---,-,9
-99999,1990WR1,2.26616,0.1046,0.0999,---,-,9
-99999,1990WU1,2.81197,0.1968,0.1414,Dora,F,3
-99999,1990WK2,2.71264,0.1844,0.2311,---,-,9
-99999,1990WQ2,2.67906,0.1558,0.1246,---,-,9
-99999,1990WR2,2.54201,0.2407,0.1327,---,-,9
-99999,1990WB3,2.75115,0.0555,0.0809,Lydia,F,1
-99999,1990WK3,2.51242,0.2336,0.0813,---,-,9
-99999,1990WX3,2.20824,0.1638,0.1021,Flora,F,1
-99999,1990WA5,2.73969,0.0473,0.0942,Lydia,F,3
-99999,1990WN5,3.00823,0.0957,0.1843,Eos,F,3
-99999,1990WJ14,2.39751,0.2092,0.0460,Nysa,F,1
-99999,1990XN,2.46511,0.1779,0.0936,---,-,9
-99999,1990XV,2.62568,0.1519,0.2283,Eunomia,F,3
-99999,1990YC,2.22042,0.1636,0.0357,---,-,9
-99999,1990YF,2.76144,0.2558,0.1637,---,-,9
-99999,1990YR,2.78443,0.1543,0.1183,---,-,9
-99999,1991AB,2.66895,0.1660,0.2052,Adeona,F,3
-99999,1991AJ,3.21342,0.1686,0.1545,---,-,9
-99999,1991AL,2.43376,0.1977,0.0778,---,-,9
-99999,1991AB1,3.02689,0.1254,0.1859,---,-,9
-99999,1991AH1,2.39758,0.1758,0.0375,Nysa,F,3
-99999,1991AK1,2.67813,0.2873,0.0735,---,-,9
-99999,1991AB2,2.26519,0.1736,0.0729,---,-,9
-99999,1991AE2,2.56528,0.1294,0.2405,Eunomia,F,2
-99999,1991AF2,2.62132,0.1525,0.2173,Eunomia,F,3
-99999,1991AL2,2.52340,0.1932,0.2220,---,-,9
-99999,1991AN2,2.55211,0.1480,0.2853,---,-,9
-99999,1991AQ2,2.45527,0.1966,0.0183,---,-,9
-99999,1991AT2,3.18081,0.1663,0.0619,---,-,9
-99999,1991AW2,3.13569,0.1582,0.2422,---,-,9
-99999,1991BD,2.35747,0.0836,0.1136,Vesta,F,3
-99999,1991BK,2.62719,0.2978,0.0880,---,-,9
-99999,1991BP,2.64788,0.1395,0.2279,Eunomia,F,3
-99999,1991BW,2.70336,0.1184,0.2518,---,-,9
-99999,1991BD1,2.58745,0.1198,0.0992,---,-,9
-99999,1991BG2,3.18178,0.1889,0.0355,Themis,F,3
-99999,1991BJ2,2.59844,0.1890,0.0586,---,-,9
-99999,1991BA3,2.99950,0.0634,0.1747,Eos,F,3
-99999,1991CL,2.76717,0.1913,0.2259,---,-,9
-99999,1991CM,3.11555,0.1263,0.2814,---,-,9
-99999,1991CN,2.27364,0.1200,0.0656,Flora,F,1
-99999,1991CW,2.25764,0.1666,0.0769,Flora,F,1
-99999,1991CX,2.20024,0.1248,0.0569,Flora,F,1
-99999,1991CG1,2.55681,0.2195,0.0847,---,-,9
-99999,1991CP1,2.43179,0.1565,0.0732,---,-,9
-99999,1991CY1,2.63345,0.1816,0.0875,---,-,9
-99999,1991CU2,2.39956,0.1762,0.0427,Nysa,F,3
-99999,1991CC3,2.73516,0.1472,0.0767,---,-,9
-99999,1991DD,2.43760,0.1598,0.0361,Nysa,F,1
-99999,1991DE,2.60427,0.2616,0.2225,---,-,9
-99999,1991DK,2.57774,0.1109,0.2667,Maria,F,3
-99999,1991DM,2.37010,0.1854,0.0167,---,-,9
-99999,1991DW,2.59741,0.1210,0.2662,---,-,9
-99999,1991DG1,3.09386,0.1466,0.0855,Hygiea,F,2
-99999,1991DN1,2.57849,0.1937,0.0252,---,-,9
-99999,1991EB,2.61935,0.1449,0.0668,---,-,9
-99999,1991ER,2.50537,0.1023,0.1261,---,-,9
-99999,1991EG1,2.57631,0.1750,0.2520,Eunomia,F,1
-99999,1991EH1,3.15838,0.1364,0.0896,Hygiea,F,3
-99999,1991EJ1,2.35192,0.0957,0.1200,Vesta,F,3
-99999,1991EK1,2.41236,0.2143,0.1099,---,-,9
-99999,1991EM1,2.98135,0.0884,0.1824,Eos,F,3
-99999,1991EO1,2.63695,0.0515,0.0485,Taiyuan,F,3
-99999,1991ES1,2.64114,0.1644,0.2465,Eunomia,F,3
-99999,1991ED2,2.26559,0.1460,0.0819,Flora,F,2
-99999,1991FJ,3.05032,0.0688,0.1670,Eos,F,3
-99999,1991FP,3.16754,0.2411,0.2450,---,-,9
-99999,1991FE1,2.26564,0.1399,0.0641,Flora,F,2
-99999,1991FJ1,2.68388,0.1495,0.2287,Eunomia,F,3
-99999,1991FZ2,3.04379,0.0697,0.1062,---,-,9
-99999,1991GH,2.66626,0.1358,0.2316,Eunomia,F,3
-99999,1991GL,3.17095,0.0222,0.2101,---,-,9
-99999,1991GQ,3.18030,0.0829,0.2836,Tunica,C,0
-99999,1991GV,2.52734,0.1786,0.1449,---,-,9
-99999,1991GW,2.35752,0.2257,0.1229,---,-,9
-99999,1991GC1,2.53181,0.2498,0.2305,---,-,9
-99999,1991GR1,2.36553,0.1117,0.1168,Vesta,F,2
-99999,1991GC2,2.65709,0.2295,0.2033,---,-,9
-99999,1991GR2,2.30092,0.1517,0.0359,---,-,9
-99999,1991GA3,2.48534,0.1284,0.1076,---,-,9
-99999,1991GB3,3.20956,0.1453,0.0234,Themis,F,3
-99999,1991GY4,2.18542,0.1124,0.0233,---,-,9
-99999,1991GZ4,2.39448,0.1680,0.0242,Massalia,F,2
-99999,1991GY8,2.48803,0.2107,0.2237,---,-,9
-99999,1991GF9,2.29488,0.1205,0.0791,Flora,F,1
-99999,1991HA,2.43919,0.0897,0.0371,---,-,9
-99999,1991HC,2.26930,0.1331,0.0668,Flora,F,2
-99999,1991HK,2.22163,0.1924,0.0868,---,-,9
-99999,1991JC,2.34172,0.1933,0.0442,Nysa,F,2
-99999,1991JF,2.36320,0.1123,0.1162,Vesta,F,2
-99999,1991JP,2.34914,0.2276,0.1749,---,-,9
-99999,1991JT1,2.55605,0.1437,0.2741,---,-,9
-99999,1991LM,2.56874,0.0707,0.2665,---,-,9
-99999,1991LQ,2.57802,0.1316,0.2400,Eunomia,F,2
-99999,1991LR,2.38152,0.1594,0.2347,---,-,9
-99999,1991LY,2.62641,0.1645,0.2454,Eunomia,F,3
-99999,1991LZ,2.41402,0.2414,0.1898,---,-,9
-99999,1991LH1,2.33450,0.0907,0.0285,---,-,9
-99999,1991LO1,2.28578,0.1050,0.0901,---,-,9
-99999,1991LE2,2.46337,0.1376,0.1190,---,-,9
-99999,1991LJ3,2.18366,0.1275,0.0560,---,-,9
-99999,1991LM3,2.17248,0.2117,0.0956,---,-,9
-99999,1991NA,2.38473,0.2738,0.2147,---,-,9
-99999,1991NK,2.67078,0.2447,0.2348,---,-,9
-99999,1991NB1,2.47457,0.2101,0.1499,---,-,9
-99999,1991NC1,2.28084,0.2022,0.0862,---,-,9
-99999,1991NE1,3.17477,0.0306,0.1665,---,-,9
-99999,1991NJ1,2.24066,0.1643,0.0936,Flora,F,1
-99999,1991NV1,2.38291,0.0978,0.1220,Vesta,F,3
-99999,1991NF3,2.63884,0.1518,0.2284,Eunomia,F,3
-99999,1991NG3,2.57445,0.1561,0.2237,Eunomia,F,3
-99999,1991NK4,2.23683,0.1630,0.1062,Flora,F,2
-99999,1991OO,2.29430,0.1548,0.0752,Flora,F,1
-99999,1991OV,2.26596,0.1429,0.0891,Flora,F,2
-99999,1991PA,3.06677,0.2901,0.0892,---,-,9
-99999,1991PB,2.34087,0.2051,0.0386,Nysa,F,2
-99999,1991PV,2.24574,0.1568,0.0460,---,-,9
-99999,1991PW,2.45136,0.1813,0.0778,---,-,9
-99999,1991PG1,2.43411,0.2375,0.1878,---,-,9
-99999,1991PK1,2.54600,0.1478,0.2511,Kilopi,C,0
-99999,1991PV1,2.64705,0.1665,0.1100,---,-,9
-99999,1991PY1,2.43140,0.1109,0.1127,Vesta,F,1
-99999,1991PE2,2.42886,0.1986,0.0349,---,-,9
-99999,1991PH2,2.55231,0.0761,0.0064,---,-,9
-99999,1991PL2,2.45500,0.1779,0.0803,---,-,9
-99999,1991PR2,2.61937,0.0579,0.2568,---,-,9
-99999,1991PT2,2.38008,0.2120,0.0479,Nysa,F,2
-99999,1991PU2,3.12375,0.1930,0.2934,---,-,9
-99999,1991PX2,2.65197,0.1237,0.0812,---,-,9
-99999,1991PF3,2.56596,0.0575,0.1543,---,-,9
-99999,1991PK3,2.53880,0.0644,0.0288,---,-,9
-99999,1991PM3,2.29541,0.1487,0.1139,Flora,F,2
-99999,1991PO3,2.41919,0.1637,0.0496,Nysa,F,2
-99999,1991PM4,2.29677,0.1306,0.0908,Flora,F,1
-99999,1991PO4,3.18367,0.1778,0.0291,Themis,F,3
-99999,1991PX4,3.10568,0.1382,0.0249,Themis,F,3
-99999,1991PF5,2.23296,0.1241,0.0841,Flora,F,2
-99999,1991PL5,2.41223,0.1712,0.0359,---,-,9
-99999,1991PO5,3.19704,0.1393,0.0312,Themis,F,3
-99999,1991PQ5,2.27549,0.0908,0.1102,---,-,9
-99999,1991PU5,2.17813,0.0787,0.0477,---,-,9
-99999,1991PV5,2.25212,0.1707,0.0579,---,-,9
-99999,1991PX5,2.34247,0.0953,0.0907,---,-,9
-99999,1991PE6,3.05064,0.1542,0.0449,---,-,9
-99999,1991PX6,2.38544,0.1643,0.0260,Massalia,F,3
-99999,1991PA7,2.41795,0.1511,0.0461,Polana(nysa),F,3
-99999,1991PC7,2.87515,0.0466,0.0365,Koronis,F,3
-99999,1991PE7,2.55647,0.0639,0.2611,---,-,9
-99999,1991PH7,2.32334,0.1990,0.0397,Nysa,F,1
-99999,1991PN7,2.82998,0.0390,0.0368,Koronis,F,3
-99999,1991PT7,2.39725,0.1814,0.0411,Nysa,F,3
-99999,1991PX7,2.78988,0.1120,0.1597,Ceres,F,1
-99999,1991PY7,2.17740,0.1239,0.0288,---,-,9
-99999,1991PE8,2.38937,0.1608,0.0252,Massalia,F,3
-99999,1991PK8,3.18944,0.0931,0.2115,---,-,9
-99999,1991PN8,2.76699,0.1969,0.0345,---,-,9
-99999,1991PQ8,3.00193,0.0869,0.0151,---,-,9
-99999,1991PU8,2.56699,0.1631,0.1330,Rafita,F,3
-99999,1991PV8,2.50953,0.0897,0.1190,---,-,9
-99999,1991PX8,2.29638,0.0817,0.0850,---,-,9
-99999,1991PG9,2.79254,0.1267,0.1571,Ceres,F,3
-99999,1991PH9,2.66592,0.2311,0.2370,Juno,C,0
-99999,1991PP9,2.77242,0.1967,0.1375,Dora,F,3
-99999,1991PV9,2.59701,0.1560,0.2474,Eunomia,F,3
-99999,1991PW9,3.16492,0.0612,0.1615,Veritas,F,3
-99999,1991PD10,2.37050,0.0668,0.1314,---,-,9
-99999,1991PH10,2.61783,0.1088,0.0159,---,-,9
-99999,1991PL10,2.58692,0.1609,0.1405,---,-,9
-99999,1991PX10,2.21025,0.1324,0.1392,---,-,9
-99999,1991PY10,2.76814,0.1220,0.1604,Ceres,F,3
-99999,1991PZ10,2.39394,0.2393,0.1346,---,-,9
-99999,1991PC11,2.66715,0.1178,0.1163,---,-,9
-99999,1991PD11,2.20798,0.1659,0.1000,Flora,F,1
-99999,1991PE11,2.72732,0.1355,0.0908,Merxia,F,3
-99999,1991PF11,2.75620,0.1482,0.1616,---,-,9
-99999,1991PJ11,2.59041,0.1742,0.0689,Ceplecha,C,0
-99999,1991PK11,2.74523,0.1756,0.1332,---,-,9
-99999,1991PO11,2.33671,0.0911,0.1172,Vesta,F,3
-99999,1991PP11,2.88909,0.2740,0.1790,---,-,9
-99999,1991PU11,2.26470,0.1354,0.0852,Flora,F,2
-99999,1991PV11,2.41644,0.1631,0.2216,---,-,9
-99999,1991PD12,2.77471,0.1772,0.2290,---,-,9
-99999,1991PE12,2.46227,0.1813,0.1280,---,-,9
-99999,1991PF12,2.40422,0.2014,0.1353,---,-,9
-99999,1991PJ12,3.04793,0.1176,0.1634,Eos,F,1
-99999,1991PK12,2.78646,0.1349,0.1595,Ceres,F,3
-99999,1991PO12,2.26707,0.1722,0.0870,---,-,9
-99999,1991PP12,2.36026,0.2136,0.0501,---,-,9
-99999,1991PE13,2.68823,0.2132,0.1354,---,-,9
-99999,1991PK13,2.34429,0.1702,0.1191,---,-,9
-99999,1991PL13,2.45172,0.1508,0.0452,Polana(nysa),F,3
-99999,1991PP13,3.04526,0.0771,0.1963,---,-,9
-99999,1991PT14,2.37247,0.0822,0.0435,---,-,9
-99999,1991PA15,2.33863,0.1252,0.0953,---,-,9
-99999,1991PD15,2.26065,0.2488,0.1106,---,-,9
-99999,1991PG15,2.43089,0.1667,0.0122,---,-,9
-99999,1991PL15,3.12215,0.1242,0.0976,---,-,9
-99999,1991PM15,2.60078,0.2323,0.0785,---,-,9
-99999,1991PT15,2.78108,0.2462,0.0863,---,-,9
-99999,1991PH16,2.21144,0.0615,0.1120,---,-,9
-99999,1991PL16,2.59099,0.1530,0.2125,Eunomia,F,3
-99999,1991PO16,2.67137,0.1471,0.2298,Eunomia,F,3
-99999,1991PP16,2.39257,0.1174,0.0865,---,-,9
-99999,1991PQ16,2.36800,0.0732,0.1316,---,-,9
-99999,1991PR16,2.27448,0.1503,0.0203,---,-,9
-99999,1991PS16,2.27246,0.1489,0.1007,Flora,F,2
-99999,1991PU16,2.37311,0.0874,0.0523,---,-,9
-99999,1991PV16,2.93254,0.0921,0.0333,Koronis,F,2
-99999,1991PG17,2.32480,0.1583,0.2101,---,-,9
-99999,1991PX17,2.32564,0.0987,0.1161,Vesta,F,3
-99999,1991PZ17,2.29582,0.1526,0.0935,Flora,F,2
-99999,1991PC18,2.80264,0.0624,0.1242,---,-,9
-99999,1991PH18,2.44723,0.1745,0.2062,---,-,9
-99999,1991PL18,2.24698,0.1197,0.0767,Flora,F,2
-99999,1991PY18,2.39987,0.1724,0.0734,---,-,9
-99999,1991QJ,2.24983,0.1517,0.1010,Flora,F,2
-99999,1991RE,2.59596,0.1700,0.0716,Ceplecha,C,0
-99999,1991RQ,2.37194,0.2228,0.2032,---,-,9
-99999,1991RS,2.59079,0.1626,0.2525,Eunomia,F,1
-99999,1991RT,2.57491,0.2104,0.2524,---,-,9
-99999,1991RV,2.36295,0.1970,0.0380,Nysa,F,2
-99999,1991RB1,2.81164,0.1303,0.1299,---,-,9
-99999,1991RG1,2.37097,0.1626,0.0246,Massalia,F,3
-99999,1991RH1,2.24259,0.1609,0.0798,Flora,F,1
-99999,1991RL1,2.26634,0.0931,0.2052,---,-,9
-99999,1991RP1,2.52772,0.0894,0.2610,Maria,F,3
-99999,1991RR1,3.05411,0.1093,0.1809,---,-,9
-99999,1991RC2,2.32041,0.1239,0.1334,---,-,9
-99999,1991RE2,2.26773,0.1403,0.0910,Flora,F,2
-99999,1991RG2,2.25657,0.1565,0.1036,Flora,F,2
-99999,1991RL2,2.64313,0.2694,0.2137,Nele,C,0
-99999,1991RM2,2.25936,0.1567,0.1440,---,-,9
-99999,1991RP2,3.00279,0.0726,0.1726,Eos,F,3
-99999,1991RQ2,2.32607,0.2079,0.0985,---,-,9
-99999,1991RS2,2.30653,0.0951,0.1233,Vesta,F,3
-99999,1991RT2,2.23891,0.1445,0.0890,Flora,F,2
-99999,1991RU2,2.27822,0.1418,0.0913,Flora,F,2
-99999,1991RV2,2.57711,0.2523,0.0818,Hanko,C,0
-99999,1991RY2,2.48411,0.1055,0.0823,---,-,9
-99999,1991RA3,2.85518,0.0421,0.1024,---,-,9
-99999,1991RB3,2.22621,0.1360,0.0609,Flora,F,2
-99999,1991RC3,2.75028,0.0816,0.0870,Nemesis,F,2
-99999,1991RE3,2.24417,0.1598,0.0834,Flora,F,1
-99999,1991RJ3,2.55175,0.2139,0.0852,---,-,9
-99999,1991RL3,2.45750,0.1537,0.1512,---,-,9
-99999,1991RM3,2.57087,0.2495,0.0771,Hanko,C,0
-99999,1991RO3,2.33557,0.0771,0.1140,Vesta,F,2
-99999,1991RP3,2.34367,0.1926,0.1008,---,-,9
-99999,1991RR3,2.63949,0.1588,0.2173,Eunomia,F,1
-99999,1991RV3,3.06218,0.0743,0.1685,Eos,F,3
-99999,1991RA4,2.46857,0.1414,0.1419,---,-,9
-99999,1991RB4,2.36578,0.1286,0.0915,---,-,9
-99999,1991RE4,2.33658,0.1899,0.0886,---,-,9
-99999,1991RF4,2.42257,0.1539,0.0551,Polana(nysa),F,2
-99999,1991RG4,2.41720,0.1871,0.0449,Nysa,F,3
-99999,1991RH4,2.22004,0.1752,0.0734,---,-,9
-99999,1991RJ4,3.03033,0.0783,0.1583,Eos,F,1
-99999,1991RN4,2.38272,0.2024,0.1034,---,-,9
-99999,1991RR4,2.25988,0.1364,0.0656,Flora,F,2
-99999,1991RS4,2.38755,0.1957,0.0431,Nysa,F,3
-99999,1991RT4,2.20207,0.0358,0.0389,---,-,9
-99999,1991RU4,3.04252,0.0394,0.1519,---,-,9
-99999,1991RV4,2.61887,0.0581,0.0584,---,-,9
-99999,1991RC5,3.00638,0.0774,0.1929,Eos,F,3
-99999,1991RD5,2.16295,0.1445,0.0461,---,-,9
-99999,1991RN5,2.72985,0.0386,0.0924,Lydia,F,3
-99999,1991RO5,2.31143,0.1308,0.1021,---,-,9
-99999,1991RA6,2.35032,0.1791,0.0848,Jerome,C,0
-99999,1991RF6,2.24186,0.1655,0.0404,---,-,9
-99999,1991RN6,2.33982,0.1967,0.1725,---,-,9
-99999,1991RG7,2.44278,0.1661,0.0807,Bernes,C,0
-99999,1991RJ7,2.24205,0.1364,0.0664,Flora,F,2
-99999,1991RS7,2.75181,0.1066,0.1269,---,-,9
-99999,1991RL8,2.29743,0.1482,0.1169,Flora,F,2
-99999,1991RS8,2.33645,0.0965,0.1435,---,-,9
-99999,1991RU8,2.39816,0.1755,0.0359,Nysa,F,3
-99999,1991RY8,2.28991,0.1064,0.0597,---,-,9
-99999,1991RR9,2.33848,0.2082,0.0600,Nysa,F,1
-99999,1991RT9,2.38528,0.1870,0.0422,Nysa,F,3
-99999,1991RU9,2.29027,0.1222,0.0355,---,-,9
-99999,1991RB10,2.29598,0.0939,0.0894,---,-,9
-99999,1991RR10,2.31217,0.0967,0.1133,Vesta,F,3
-99999,1991RS11,2.67662,0.2896,0.1644,---,-,9
-99999,1991RB12,2.80730,0.1362,0.2421,---,-,9
-99999,1991RA13,2.72031,0.1686,0.0421,---,-,9
-99999,1991RB13,2.78504,0.1943,0.1366,Dora,F,3
-99999,1991RD13,2.63571,0.2285,0.0665,---,-,9
-99999,1991RL13,2.20661,0.1194,0.0530,Flora,F,1
-99999,1991RN13,2.20371,0.1318,0.0843,Flora,F,2
-99999,1991RS13,2.23391,0.1116,0.0836,Flora,F,1
-99999,1991RV13,2.38016,0.0974,0.1127,Vesta,F,3
-99999,1991RE14,2.38648,0.1287,0.1487,---,-,9
-99999,1991RG14,2.55434,0.1481,0.2313,Eunomia,F,3
-99999,1991RK15,2.29811,0.1117,0.0846,---,-,9
-99999,1991RB16,2.16145,0.1084,0.0466,---,-,9
-99999,1991RD16,2.21050,0.1588,0.0753,Flora,F,1
-99999,1991RH16,2.40757,0.0916,0.0823,---,-,9
-99999,1991RO16,2.25202,0.1791,0.0405,---,-,9
-99999,1991RQ16,2.67598,0.1290,0.0544,---,-,9
-99999,1991RU16,2.27519,0.0801,0.1037,---,-,9
-99999,1991RA17,2.29277,0.1130,0.1143,---,-,9
-99999,1991RP17,2.56189,0.2438,0.2159,---,-,9
