asteroid number,asteroid name,wavelength,reflectance,uncertainty
1124,stroobantia,0.6531,0.81172,0.00702
1124,stroobantia,0.6553,0.78955,0.00641
1124,stroobantia,0.6597,0.79719,0.00600
1124,stroobantia,0.6662,0.80231,0.00584
1124,stroobantia,0.6683,0.77333,0.00559
1124,stroobantia,0.6705,0.77978,0.00559
1124,stroobantia,0.6726,0.79165,0.00540
1124,stroobantia,0.6748,0.81649,0.00546
1124,stroobantia,0.6769,0.80012,0.00516
1124,stroobantia,0.6791,0.79673,0.00506
1124,stroobantia,0.6812,0.78857,0.00487
1124,stroobantia,0.6855,0.81528,0.00494
1124,stroobantia,0.6898,0.80198,0.00486
1124,stroobantia,0.6920,0.81230,0.00481
1124,stroobantia,0.6942,0.80771,0.00447
1124,stroobantia,0.6963,0.81081,0.00440
1124,stroobantia,0.6985,0.81746,0.00430
1124,stroobantia,0.7007,0.81577,0.00421
1124,stroobantia,0.7028,0.80769,0.00411
1124,stroobantia,0.7072,0.81816,0.00391
1124,stroobantia,0.7095,0.79754,0.00389
1124,stroobantia,0.7117,0.80638,0.00368
1124,stroobantia,0.7139,0.81030,0.00371
1124,stroobantia,0.7161,0.80822,0.00368
1124,stroobantia,0.7184,0.81729,0.00370
1124,stroobantia,0.7206,0.79913,0.00352
1124,stroobantia,0.7229,0.81146,0.00363
1124,stroobantia,0.7252,0.80857,0.00347
1124,stroobantia,0.7275,0.81827,0.00360
1124,stroobantia,0.7298,0.80172,0.00336
1124,stroobantia,0.7321,0.82377,0.00337
1124,stroobantia,0.7344,0.82115,0.00325
1124,stroobantia,0.7391,0.81442,0.00313
1124,stroobantia,0.7415,0.81495,0.00318
1124,stroobantia,0.7439,0.81622,0.00307
1124,stroobantia,0.7463,0.82462,0.00337
1124,stroobantia,0.7487,0.81553,0.00302
1124,stroobantia,0.7536,0.81830,0.00294
1124,stroobantia,0.7560,0.82054,0.00305
1124,stroobantia,0.7585,0.81103,0.00309
1124,stroobantia,0.7610,0.82590,0.00326
1124,stroobantia,0.7635,0.81149,0.00315
1124,stroobantia,0.7738,0.82563,0.00278
1124,stroobantia,0.7764,0.83535,0.00285
1124,stroobantia,0.7790,0.82667,0.00277
1124,stroobantia,0.7817,0.82531,0.00280
1124,stroobantia,0.7843,0.83378,0.00276
1124,stroobantia,0.7870,0.83527,0.00276
1124,stroobantia,0.7897,0.81419,0.00270
1124,stroobantia,0.7924,0.83061,0.00273
1124,stroobantia,0.7951,0.83205,0.00270
1124,stroobantia,0.7979,0.82615,0.00270
1124,stroobantia,0.8007,0.83881,0.00268
1124,stroobantia,0.8035,0.83090,0.00270
1124,stroobantia,0.8063,0.83688,0.00267
1124,stroobantia,0.8091,0.83147,0.00268
1124,stroobantia,0.8120,0.82689,0.00266
1124,stroobantia,0.8177,0.82430,0.00261
1124,stroobantia,0.8206,0.83398,0.00268
1124,stroobantia,0.8236,0.82320,0.00263
1124,stroobantia,0.8265,0.83797,0.00267
1124,stroobantia,0.8295,0.83287,0.00263
1124,stroobantia,0.8325,0.84596,0.00267
1124,stroobantia,0.8355,0.84275,0.00262
1124,stroobantia,0.8385,0.84922,0.00263
1124,stroobantia,0.8416,0.84151,0.00259
1124,stroobantia,0.8446,0.83556,0.00259
1124,stroobantia,0.8477,0.84614,0.00258
1124,stroobantia,0.8508,0.84612,0.00261
1124,stroobantia,0.8539,0.84031,0.00256
1124,stroobantia,0.8571,0.83637,0.00258
1124,stroobantia,0.8602,0.84963,0.00258
1124,stroobantia,0.8634,0.84776,0.00259
1124,stroobantia,0.8666,0.84295,0.00255
1124,stroobantia,0.8699,0.84771,0.00258
1124,stroobantia,0.8731,0.84051,0.00253
1124,stroobantia,0.8764,0.83760,0.00254
1124,stroobantia,0.8796,0.84829,0.00255
1124,stroobantia,0.8829,0.84474,0.00257
1124,stroobantia,0.8863,0.85358,0.00255
1124,stroobantia,0.8896,0.84375,0.00253
1124,stroobantia,0.8930,0.85489,0.00255
1124,stroobantia,0.8963,0.84765,0.00255
1124,stroobantia,0.8997,0.85473,0.00256
1124,stroobantia,0.9031,0.84584,0.00255
1124,stroobantia,0.9066,0.85087,0.00252
1124,stroobantia,0.9100,0.84765,0.00252
1124,stroobantia,0.9135,0.84815,0.00250
1124,stroobantia,0.9170,0.84664,0.00251
1124,stroobantia,0.9205,0.86258,0.00250
1124,stroobantia,0.9240,0.86390,0.00255
1124,stroobantia,0.9382,0.85004,0.00276
1124,stroobantia,0.9418,0.85980,0.00274
1124,stroobantia,0.9455,0.87553,0.00273
1124,stroobantia,0.9491,0.86363,0.00269
1124,stroobantia,0.9527,0.86742,0.00267
1124,stroobantia,0.9564,0.87214,0.00261
1124,stroobantia,0.9601,0.87347,0.00258
1124,stroobantia,0.9638,0.87341,0.00253
1124,stroobantia,0.9675,0.87655,0.00253
1124,stroobantia,0.9712,0.87443,0.00249
1124,stroobantia,0.9750,0.87502,0.00249
1124,stroobantia,0.9788,0.87556,0.00247
1124,stroobantia,0.9825,0.88124,0.00248
1124,stroobantia,0.9863,0.87558,0.00245
1124,stroobantia,0.9901,0.87077,0.00246
1124,stroobantia,0.9939,0.89283,0.00251
1124,stroobantia,0.9978,0.88357,0.00251
1124,stroobantia,1.0016,0.89128,0.00250
1124,stroobantia,1.0055,0.88941,0.00250
1124,stroobantia,1.0094,0.88886,0.00249
1124,stroobantia,1.0132,0.88882,0.00250
1124,stroobantia,1.0172,0.89434,0.00249
1124,stroobantia,1.0211,0.89649,0.00251
1124,stroobantia,1.0250,0.89788,0.00251
1124,stroobantia,1.0289,0.89649,0.00251
1124,stroobantia,1.0329,0.89608,0.00250
1124,stroobantia,1.0369,0.89055,0.00249
1124,stroobantia,1.0408,0.89819,0.00249
1124,stroobantia,1.0448,0.90130,0.00249
1124,stroobantia,1.0488,0.89637,0.00246
1124,stroobantia,1.0528,0.89091,0.00245
1124,stroobantia,1.0569,0.90678,0.00244
1124,stroobantia,1.0609,0.90656,0.00243
1124,stroobantia,1.0649,0.90148,0.00244
1124,stroobantia,1.0690,0.89433,0.00245
1124,stroobantia,1.0731,0.91071,0.00249
1124,stroobantia,1.0771,0.90605,0.00253
1124,stroobantia,1.0812,0.90549,0.00251
1124,stroobantia,1.0853,0.91045,0.00254
1124,stroobantia,1.0894,0.91290,0.00256
1124,stroobantia,1.0935,0.91059,0.00256
1124,stroobantia,1.0976,0.90593,0.00254
1124,stroobantia,1.1018,0.91453,0.00255
1124,stroobantia,1.1059,0.91712,0.00254
1124,stroobantia,1.1100,0.91582,0.00254
1124,stroobantia,1.1142,0.91626,0.00256
1124,stroobantia,1.1184,0.90814,0.00261
1124,stroobantia,1.1225,0.90709,0.00267
1124,stroobantia,1.1267,0.90510,0.00274
1124,stroobantia,1.1309,0.91276,0.00278
1124,stroobantia,1.1351,0.92143,0.00277
1124,stroobantia,1.1393,0.91272,0.00276
1124,stroobantia,1.1435,0.93861,0.00278
1124,stroobantia,1.1477,0.91745,0.00273
1124,stroobantia,1.1519,0.92197,0.00272
1124,stroobantia,1.1562,0.94244,0.00282
1124,stroobantia,1.1604,0.93367,0.00264
1124,stroobantia,1.1646,0.94211,0.00261
1124,stroobantia,1.1689,0.93342,0.00255
1124,stroobantia,1.1731,0.93068,0.00251
1124,stroobantia,1.1774,0.92805,0.00249
1124,stroobantia,1.1816,0.93532,0.00248
1124,stroobantia,1.1859,0.93285,0.00247
1124,stroobantia,1.1902,0.94198,0.00251
1124,stroobantia,1.1944,0.92948,0.00254
1124,stroobantia,1.1987,0.94406,0.00259
1124,stroobantia,1.2030,0.93313,0.00260
1124,stroobantia,1.2073,0.94156,0.00264
1124,stroobantia,1.2115,0.94592,0.00262
1124,stroobantia,1.2158,0.94016,0.00262
1124,stroobantia,1.2201,0.94035,0.00263
1124,stroobantia,1.2244,0.93992,0.00261
1124,stroobantia,1.2287,0.94796,0.00263
1124,stroobantia,1.2330,0.94457,0.00259
1124,stroobantia,1.2373,0.93590,0.00256
1124,stroobantia,1.2416,0.94577,0.00254
1124,stroobantia,1.2459,0.95139,0.00255
1124,stroobantia,1.2502,0.95541,0.00255
1124,stroobantia,1.2546,0.95719,0.00259
1124,stroobantia,1.2589,0.95283,0.00266
1124,stroobantia,1.2632,0.94594,0.00280
1124,stroobantia,1.2675,0.94848,0.00292
1124,stroobantia,1.2718,0.94702,0.00301
1124,stroobantia,1.2761,0.96249,0.00301
1124,stroobantia,1.2804,0.95491,0.00291
1124,stroobantia,1.2848,0.95985,0.00284
1124,stroobantia,1.2891,0.95582,0.00275
1124,stroobantia,1.2934,0.95868,0.00273
1124,stroobantia,1.2977,0.95700,0.00276
1124,stroobantia,1.3020,0.96070,0.00275
1124,stroobantia,1.3063,0.95154,0.00276
1124,stroobantia,1.3107,0.96342,0.00277
1124,stroobantia,1.3150,0.96511,0.00275
1124,stroobantia,1.3193,0.96525,0.00271
