asteroid number,asteroid name,wavelength,reflectance,uncertainty
56,melete,2.1708,1.04411,0.01176
56,melete,2.1738,1.05618,0.01382
56,melete,2.1768,1.05128,0.01404
56,melete,2.1798,1.06004,0.01504
56,melete,2.1828,1.06108,0.01488
56,melete,2.1858,1.06259,0.01555
56,melete,2.1888,1.06033,0.01344
56,melete,2.1918,1.06711,0.01362
56,melete,2.1947,1.04138,0.01506
56,melete,2.1977,1.06080,0.01456
56,melete,2.2007,1.05665,0.01350
56,melete,2.2036,1.06042,0.01488
56,melete,2.2066,1.05825,0.01654
56,melete,2.2095,1.06636,0.01474
56,melete,2.2125,1.04685,0.01484
56,melete,2.2154,1.06674,0.01466
56,melete,2.2183,1.05750,0.01824
56,melete,2.2213,1.06579,0.01506
56,melete,2.2242,1.06099,0.01391
56,melete,2.2271,1.05722,0.01553
56,melete,2.2301,1.06240,0.01546
56,melete,2.2330,1.06806,0.01402
56,melete,2.2359,1.05401,0.01519
56,melete,2.2388,1.06683,0.01507
56,melete,2.2417,1.06099,0.01432
56,melete,2.2446,1.06466,0.01605
56,melete,2.2475,1.06485,0.01401
56,melete,2.2504,1.06589,0.01681
56,melete,2.2533,1.05571,0.01628
56,melete,2.2562,1.07126,0.01802
56,melete,2.2591,1.05872,0.01654
56,melete,2.2620,1.07399,0.01501
56,melete,2.2649,1.06014,0.01431
56,melete,2.2678,1.06438,0.01698
56,melete,2.2707,1.05382,0.01569
56,melete,2.2736,1.06485,0.01724
56,melete,2.2764,1.05627,0.01636
56,melete,2.2793,1.07381,0.01812
56,melete,2.2822,1.05165,0.01469
56,melete,2.2851,1.07616,0.01778
56,melete,2.2879,1.05722,0.01653
56,melete,2.2908,1.07447,0.01881
56,melete,2.2937,1.05863,0.01671
56,melete,2.2966,1.06089,0.01646
56,melete,2.2994,1.07013,0.01888
56,melete,2.3023,1.06523,0.01749
56,melete,2.3051,1.06542,0.01896
56,melete,2.3080,1.06730,0.01673
56,melete,2.3109,1.05929,0.01570
56,melete,2.3137,1.06626,0.01878
56,melete,2.3166,1.06692,0.01931
56,melete,2.3195,1.06598,0.01827
56,melete,2.3223,1.07041,0.01734
56,melete,2.3252,1.07220,0.01871
56,melete,2.3280,1.06494,0.02070
56,melete,2.3309,1.06853,0.01649
56,melete,2.3338,1.06815,0.01657
56,melete,2.3366,1.06975,0.01742
