WAVELENGTH,REFLECTANCE,UNCERTAINTY,family
1.9806,0.99429,0.00382,hermione
1.9840,0.99220,0.00362,hermione
1.9873,0.99525,0.00389,hermione
1.9907,0.99182,0.00323,hermione
1.9941,0.99487,0.00369,hermione
1.9975,0.99458,0.00417,hermione
2.0008,0.99610,0.00500,hermione
2.0042,0.98802,0.00445,hermione
2.0075,0.98441,0.00460,hermione
2.0108,0.98517,0.00394,hermione
2.0142,0.99078,0.00516,hermione
2.0175,0.99429,0.00389,hermione
2.0208,0.99525,0.00431,hermione
2.0241,0.99696,0.00446,hermione
2.0274,1.00713,0.00412,hermione
2.0307,0.99857,0.00396,hermione
2.0340,0.99990,0.00425,hermione
2.0372,0.99563,0.00376,hermione
2.0405,0.99724,0.00396,hermione
2.0438,0.99686,0.00439,hermione
2.0470,0.99601,0.00410,hermione
2.0503,0.99981,0.00425,hermione
2.0535,0.99791,0.00469,hermione
2.0568,0.99506,0.00363,hermione
2.0600,0.99705,0.00485,hermione
2.0632,0.98479,0.00394,hermione
2.0664,0.99429,0.01118,hermione
2.0696,0.99544,0.00524,hermione
2.0728,0.99496,0.00633,hermione
2.0760,0.99534,0.00746,hermione
2.0792,0.99686,0.00633,hermione
2.0824,0.99886,0.00370,hermione
2.0856,1.00048,0.00358,hermione
2.0888,0.99591,0.00345,hermione
2.0919,1.00276,0.00353,hermione
2.0951,0.99867,0.00425,hermione
2.0982,0.99791,0.00351,hermione
2.1014,0.99715,0.00357,hermione
2.1045,0.99724,0.00376,hermione
2.1077,0.99163,0.00388,hermione
2.1108,0.99249,0.00333,hermione
2.1139,0.99163,0.00350,hermione
2.1170,0.99249,0.00388,hermione
2.1201,0.99144,0.00339,hermione
2.1232,0.99429,0.00382,hermione
2.1263,0.99211,0.00382,hermione
2.1294,0.99781,0.00351,hermione
2.1325,0.99572,0.00357,hermione
2.1356,0.99857,0.00335,hermione
2.1387,0.99933,0.00358,hermione
2.1417,1.00171,0.00384,hermione
2.1448,0.99353,0.00357,hermione
2.1479,0.99496,0.00389,hermione
2.1509,0.99620,0.00370,hermione
2.1540,0.99810,0.00376,hermione
2.1570,0.99325,0.00375,hermione
2.1601,0.99962,0.00377,hermione
2.1631,1.00742,0.00331,hermione
2.1661,1.00637,0.00391,hermione
2.1692,1.00466,0.00341,hermione
2.1722,1.00932,0.00337,hermione
2.1752,1.00409,0.00353,hermione
2.1782,1.00019,0.00383,hermione
2.1812,0.99458,0.00382,hermione
2.1842,1.00190,0.00411,hermione
2.1872,0.99667,0.00340,hermione
2.1902,0.99648,0.00432,hermione
2.1932,0.99971,0.00377,hermione
2.1962,0.99914,0.00364,hermione
2.1992,0.99791,0.00329,hermione
2.2021,0.99563,0.00357,hermione
2.2051,0.99981,0.00625,hermione
2.2081,0.99857,0.00352,hermione
2.2110,0.99506,0.00363,hermione
2.2140,0.99867,0.00364,hermione
2.2169,0.99753,0.00351,hermione
2.2199,1.00247,0.00371,hermione
2.2229,1.00076,0.00377,hermione
2.2258,1.00000,0.00411,hermione
2.2287,0.99962,0.00370,hermione
2.2317,0.99819,0.00364,hermione
2.2346,1.00181,0.00377,hermione
2.2375,0.99990,0.00525,hermione
2.2405,0.99610,0.00340,hermione
2.2434,0.99990,0.00383,hermione
2.2463,1.00048,0.00383,hermione
2.2522,0.99382,0.00396,hermione
2.2551,0.99924,0.00364,hermione
2.2580,0.99610,0.00376,hermione
2.2609,0.99382,0.00328,hermione
2.2638,0.99610,0.00345,hermione
2.2667,1.00019,0.00358,hermione
2.2696,0.99287,0.00363,hermione
2.2725,0.99620,0.00376,hermione
2.2754,0.99563,0.00345,hermione
2.2783,0.99829,0.00329,hermione
2.2812,0.99629,0.00417,hermione
2.2841,0.99677,0.00403,hermione
2.2870,0.99677,0.00383,hermione
2.2899,0.99487,0.00382,hermione
2.2928,0.99525,0.00565,hermione
2.2957,1.00257,0.00600,hermione
2.2986,0.99572,0.00382,hermione
2.3014,0.99458,0.00376,hermione
2.3043,0.99772,0.00351,hermione
2.3072,0.99943,0.00432,hermione
2.3101,0.99743,0.00424,hermione
2.3130,0.99315,0.00375,hermione
2.3159,0.99325,0.00375,hermione
2.3187,0.99087,0.00344,hermione
2.3216,0.99011,0.00395,hermione
2.3245,0.98184,0.01136,hermione
2.3274,0.98384,0.00598,hermione
2.3303,0.99429,0.00351,hermione
2.3331,0.99401,0.00376,hermione
2.3360,0.99724,0.00389,hermione
2.3389,1.00029,0.00404,hermione
2.3418,0.98051,0.00789,hermione
2.3447,0.98450,0.00429,hermione
2.3475,0.99201,0.00375,hermione
2.3504,0.98830,0.00395,hermione
2.3533,0.98792,0.00408,hermione
2.3562,0.99277,0.00469,hermione
2.3591,0.99952,0.00411,hermione
2.3620,0.99677,0.00376,hermione
2.3648,0.99829,0.00390,hermione
2.3677,0.99401,0.00363,hermione
2.3706,1.00257,0.00534,hermione
2.3735,1.01493,0.01019,hermione
2.3880,0.99030,0.00650,hermione
2.3909,0.99667,0.00396,hermione
2.3938,0.99734,0.00383,hermione
2.3967,0.99686,0.00454,hermione
2.3996,0.99705,0.00396,hermione
2.4025,0.99382,0.00409,hermione
2.4055,0.99696,0.00403,hermione
2.4084,0.99629,0.00462,hermione
2.4113,0.99705,0.00439,hermione
2.4142,0.98735,0.00338,hermione
2.4172,0.99220,0.00402,hermione
2.4201,0.99933,0.00404,hermione
2.4230,1.00190,0.00455,hermione
2.4260,0.99506,0.00417,hermione
2.4289,1.00067,0.00462,hermione
2.4319,0.99525,0.00417,hermione
2.4348,0.99582,0.00446,hermione
2.4378,1.00285,0.00502,hermione
2.4407,1.00095,0.00455,hermione
2.4437,0.99762,0.00447,hermione
2.4467,0.99030,0.00476,hermione
2.4497,0.98308,0.00444,hermione
2.4527,0.98954,0.00409,hermione
2.4556,0.99410,0.00454,hermione
2.4586,1.00922,0.00909,hermione
2.4737,1.00114,0.00617,hermione
2.4767,0.99277,0.00492,hermione
2.4798,0.99506,0.00720,hermione
2.4828,0.99439,0.00590,hermione
2.4859,0.98868,0.00523,hermione
2.4889,0.97680,0.00506,hermione
2.4920,0.98707,0.00632,hermione
2.4950,0.99724,0.00668,hermione
2.4981,0.98954,0.00540,hermione
2.5012,0.98983,0.00607,hermione
0.6814,0.70346,0.02051,arlon
0.6825,0.69715,0.01636,arlon
0.6836,0.69708,0.01569,arlon
0.6848,0.69918,0.01644,arlon
0.6860,0.69613,0.01793,arlon
0.6872,0.69533,0.01434,arlon
0.6885,0.69976,0.01536,arlon
0.6898,0.70172,0.01292,arlon
0.6911,0.70063,0.01343,arlon
0.6925,0.70840,0.01160,arlon
0.6939,0.71086,0.01106,arlon
0.6954,0.69359,0.01031,arlon
0.6969,0.70397,0.01006,arlon
0.6984,0.70426,0.01371,arlon
0.6999,0.71377,0.01082,arlon
0.7015,0.71130,0.00957,arlon
0.7031,0.71732,0.01078,arlon
0.7048,0.72008,0.00847,arlon
0.7064,0.70861,0.00905,arlon
0.7081,0.71384,0.00849,arlon
0.7099,0.71565,0.00931,arlon
0.7117,0.70934,0.01032,arlon
0.7135,0.72204,0.00957,arlon
0.7153,0.71696,0.00899,arlon
0.7172,0.71740,0.01012,arlon
0.7191,0.72342,0.00908,arlon
0.7210,0.72473,0.00855,arlon
0.7230,0.71885,0.00955,arlon
0.7250,0.72581,0.00882,arlon
0.7270,0.72618,0.00904,arlon
0.7376,0.73561,0.00931,arlon
0.7398,0.72988,0.00838,arlon
0.7420,0.73939,0.00751,arlon
0.7443,0.72502,0.00993,arlon
0.7489,0.73721,0.00733,arlon
0.7512,0.73590,0.00724,arlon
0.7536,0.74301,0.00662,arlon
0.7560,0.73663,0.00771,arlon
0.7584,0.73358,0.00902,arlon
0.7608,0.73735,0.00741,arlon
0.7633,0.73380,0.00689,arlon
0.7658,0.74214,0.00728,arlon
0.7683,0.74614,0.00655,arlon
0.7709,0.74926,0.00694,arlon
0.7735,0.73002,0.00911,arlon
0.7761,0.74345,0.00693,arlon
0.7787,0.74403,0.00715,arlon
0.7813,0.74113,0.00728,arlon
0.7840,0.73656,0.00775,arlon
0.7867,0.73685,0.00741,arlon
0.7895,0.73895,0.00674,arlon
0.7922,0.73648,0.00669,arlon
0.7950,0.73423,0.00673,arlon
0.7978,0.73394,0.00653,arlon
0.8006,0.73184,0.00721,arlon
0.8034,0.73068,0.00939,arlon
0.8063,0.73518,0.00720,arlon
0.8092,0.72625,0.00671,arlon
0.8121,0.72465,0.00660,arlon
0.8150,0.72023,0.00873,arlon
0.8180,0.72095,0.00648,arlon
0.8210,0.72669,0.00684,arlon
0.8239,0.72190,0.00641,arlon
0.8270,0.71943,0.00618,arlon
0.8300,0.71689,0.00692,arlon
0.8331,0.71304,0.00661,arlon
0.8361,0.71210,0.00619,arlon
0.8392,0.71602,0.00714,arlon
0.8424,0.71181,0.00618,arlon
0.8455,0.69700,0.01156,arlon
0.8487,0.70121,0.00684,arlon
0.8518,0.70187,0.00663,arlon
0.8550,0.70027,0.00619,arlon
0.8583,0.70513,0.00642,arlon
0.8615,0.69867,0.00618,arlon
0.8648,0.69831,0.00615,arlon
0.8680,0.69040,0.00669,arlon
0.8713,0.69069,0.00622,arlon
0.8746,0.69076,0.00631,arlon
0.8780,0.69323,0.00597,arlon
0.8813,0.69083,0.00588,arlon
0.8847,0.69040,0.00606,arlon
0.8881,0.68873,0.00650,arlon
0.8915,0.69134,0.00719,arlon
0.8949,0.69127,0.00609,arlon
0.8983,0.68800,0.00626,arlon
0.9018,0.68713,0.00626,arlon
0.9052,0.68938,0.00700,arlon
0.9087,0.68575,0.00752,arlon
0.9122,0.68539,0.00621,arlon
0.9157,0.68416,0.00732,arlon
0.9192,0.68532,0.00944,arlon
0.9228,0.68459,0.00701,arlon
0.9264,0.68684,0.00614,arlon
0.9299,0.67995,0.00698,arlon
0.9335,0.68227,0.00616,arlon
0.9407,0.68125,0.00621,arlon
0.9444,0.68292,0.00614,arlon
0.9480,0.68532,0.00662,arlon
0.9517,0.68757,0.00639,arlon
0.9554,0.68568,0.00613,arlon
0.9590,0.68742,0.00639,arlon
0.9665,0.69134,0.00629,arlon
0.9702,0.69279,0.00686,arlon
0.9777,0.69562,0.00696,arlon
0.9815,0.70049,0.00619,arlon
0.9852,0.70419,0.00612,arlon
0.9890,0.70375,0.00624,arlon
0.9928,0.70419,0.00617,arlon
0.9966,0.70985,0.00672,arlon
1.0043,0.70847,0.00611,arlon
1.0082,0.70789,0.00597,arlon
1.0120,0.71195,0.00636,arlon
1.0159,0.71660,0.00610,arlon
1.0198,0.71159,0.00610,arlon
1.0237,0.71224,0.00674,arlon
1.0276,0.71638,0.00624,arlon
1.0315,0.71696,0.00637,arlon
1.0354,0.71921,0.00609,arlon
1.0393,0.71921,0.00629,arlon
1.0433,0.72407,0.00648,arlon
1.0472,0.72596,0.00621,arlon
1.0512,0.72552,0.00652,arlon
1.0552,0.72589,0.00620,arlon
1.0591,0.72625,0.00655,arlon
1.0631,0.73126,0.00616,arlon
1.0671,0.73612,0.00624,arlon
1.0711,0.73438,0.00628,arlon
1.0751,0.73314,0.00642,arlon
1.0792,0.74214,0.00757,arlon
1.0832,0.74512,0.00647,arlon
1.0872,0.74759,0.00680,arlon
1.0913,0.75056,0.00692,arlon
1.0953,0.75368,0.00682,arlon
1.0994,0.75441,0.00654,arlon
1.1035,0.75528,0.00642,arlon
1.1076,0.76682,0.00686,arlon
1.1116,0.76863,0.00682,arlon
1.1157,0.77255,0.00675,arlon
1.1198,0.77088,0.00669,arlon
1.1239,0.77691,0.00699,arlon
1.1280,0.77959,0.00661,arlon
1.1322,0.78816,0.00687,arlon
1.1363,0.79585,0.00678,arlon
1.1404,0.79447,0.00728,arlon
1.1445,0.79665,0.00692,arlon
1.1487,0.80695,0.00875,arlon
1.1528,0.80906,0.00697,arlon
1.1570,0.81094,0.00688,arlon
1.1611,0.82060,0.00741,arlon
1.1653,0.82321,0.00729,arlon
1.1695,0.82655,0.00702,arlon
1.1736,0.82524,0.00717,arlon
1.1778,0.82880,0.00722,arlon
1.1820,0.82960,0.00727,arlon
1.1862,0.83402,0.00738,arlon
1.1904,0.83649,0.00714,arlon
1.1946,0.83816,0.00731,arlon
1.1988,0.84005,0.00709,arlon
1.2030,0.84295,0.00731,arlon
1.2072,0.84651,0.00755,arlon
1.2114,0.84716,0.00756,arlon
1.2156,0.84694,0.00748,arlon
1.2198,0.85543,0.00783,arlon
1.2240,0.85384,0.00838,arlon
1.2283,0.86000,0.00766,arlon
1.2325,0.86283,0.00765,arlon
1.2367,0.85783,0.00733,arlon
1.2410,0.86567,0.00762,arlon
1.2452,0.86821,0.00762,arlon
1.2494,0.86973,0.00742,arlon
1.2537,0.86559,0.00749,arlon
1.2579,0.86704,0.01117,arlon
1.2622,0.87394,0.00809,arlon
1.2664,0.87510,0.00827,arlon
1.2707,0.87887,0.00791,arlon
1.2749,0.88040,0.00841,arlon
1.2792,0.88257,0.00846,arlon
1.2834,0.88787,0.00795,arlon
1.2877,0.89172,0.00829,arlon
1.2919,0.88853,0.00836,arlon
1.2962,0.89484,0.00855,arlon
1.3004,0.89803,0.00788,arlon
1.3047,0.89542,0.00825,arlon
1.3090,0.89898,0.00801,arlon
1.3132,0.90856,0.00789,arlon
1.3175,0.90848,0.00783,arlon
1.3217,0.91494,0.00801,arlon
1.3260,0.91168,0.00787,arlon
1.3303,0.91690,0.00780,arlon
1.3345,0.91516,0.00863,arlon
1.3388,0.92177,0.00868,arlon
1.3431,0.92728,0.01097,arlon
1.3473,0.90152,0.01320,arlon
1.3516,0.88773,0.01711,arlon
1.3558,0.91893,0.01619,arlon
1.3601,0.88961,0.01338,arlon
1.3644,0.91008,0.01151,arlon
1.3686,0.94963,0.01100,arlon
1.3729,0.94419,0.00944,arlon
1.3771,0.93817,0.00905,arlon
1.3814,0.94013,0.01064,arlon
1.3857,0.94463,0.01033,arlon
1.3899,0.95138,0.00873,arlon
1.3942,0.94281,0.00931,arlon
1.3984,0.94056,0.00962,arlon
1.4027,0.95355,0.00908,arlon
1.4069,0.95711,0.00957,arlon
1.4112,0.95682,0.00965,arlon
1.4154,0.95892,0.00888,arlon
1.4197,0.96473,0.00831,arlon
1.4239,0.96197,0.00881,arlon
