WAVELENGTH,REFLECTANCE,UNCERTAINTY,family
1.3956,0.97183,0.13740,latvia
1.3998,0.95203,0.13806,latvia
1.4041,0.94968,0.14066,latvia
1.4084,0.96202,0.14252,latvia
1.4126,0.94833,0.14140,latvia
1.4169,0.96121,0.13789,latvia
1.4212,0.98423,0.13242,latvia
1.4254,0.98133,0.12888,latvia
1.4297,0.96264,0.12639,latvia
1.4339,0.99022,0.12939,latvia
1.4382,0.99192,0.13770,latvia
1.4424,0.97488,0.12687,latvia
1.4466,0.98652,0.12973,latvia
1.4509,0.99222,0.13381,latvia
1.4551,0.99962,0.13724,latvia
1.4593,0.99760,0.13772,latvia
1.4635,0.98655,0.13427,latvia
1.4677,0.98301,0.13326,latvia
1.4720,0.98358,0.13380,latvia
1.4762,0.99365,0.13575,latvia
1.4804,0.99249,0.13695,latvia
1.4845,0.96305,0.13731,latvia
1.4887,0.98444,0.13568,latvia
1.4929,0.99573,0.13173,latvia
1.4971,0.99530,0.12840,latvia
1.5013,1.00000,0.13939,latvia
1.5054,0.97953,0.14060,latvia
1.5096,0.99225,0.14178,latvia
1.5137,0.99860,0.13530,latvia
1.5179,0.99905,0.13138,latvia
1.5220,1.00802,0.13672,latvia
1.5262,0.99516,0.14143,latvia
1.5303,0.99824,0.14415,latvia
1.5344,0.98663,0.14071,latvia
1.5386,1.00443,0.14372,latvia
1.5427,1.00519,0.13816,latvia
1.5468,1.01707,0.13919,latvia
1.5509,1.00570,0.13966,latvia
1.5550,1.00095,0.13885,latvia
1.5591,0.99884,0.14374,latvia
1.5632,1.00005,0.14247,latvia
1.5673,1.00619,0.14126,latvia
1.5713,1.01256,0.13827,latvia
1.5754,1.00330,0.13581,latvia
1.5795,1.02099,0.15336,latvia
1.5835,1.00910,0.15823,latvia
1.5876,1.01162,0.15622,latvia
1.5916,1.00257,0.14535,latvia
1.5956,1.00932,0.13667,latvia
1.5997,1.00076,0.14428,latvia
1.6037,1.01575,0.15048,latvia
1.6077,1.00205,0.15574,latvia
1.6117,0.99519,0.15590,latvia
1.6157,1.01691,0.15519,latvia
1.6197,0.99019,0.15333,latvia
1.6237,0.99327,0.14527,latvia
1.6277,1.00935,0.14551,latvia
1.6317,1.00881,0.14551,latvia
1.6356,1.01045,0.14531,latvia
1.6396,1.02801,0.15085,latvia
1.6436,1.01888,0.15046,latvia
1.6475,1.00384,0.15062,latvia
1.6515,1.01640,0.14834,latvia
1.6554,1.00862,0.14255,latvia
1.6593,1.00359,0.13308,latvia
1.6632,0.99311,0.14180,latvia
1.6672,1.00889,0.15776,latvia
1.6711,0.99611,0.16098,latvia
1.6750,1.00881,0.15861,latvia
1.6789,0.98868,0.14064,latvia
1.6828,1.01278,0.13688,latvia
1.6867,0.99627,0.14777,latvia
1.6905,1.00921,0.15301,latvia
1.6944,1.00856,0.15984,latvia
1.6983,1.00689,0.16097,latvia
1.7022,1.00800,0.15712,latvia
1.7060,1.00402,0.15834,latvia
1.7099,1.01496,0.15589,latvia
1.7137,0.99806,0.15016,latvia
1.7175,1.01380,0.15226,latvia
1.7213,1.00810,0.14855,latvia
1.7252,1.02212,0.15056,latvia
1.7290,1.01326,0.15167,latvia
1.7328,1.02164,0.15522,latvia
1.7366,1.00899,0.15966,latvia
1.7404,1.03503,0.16312,latvia
1.7442,1.02634,0.15941,latvia
1.7480,1.02493,0.15247,latvia
1.7517,1.00421,0.14363,latvia
1.7555,1.01264,0.13882,latvia
1.7593,1.00143,0.14821,latvia
1.7630,1.00959,0.16774,latvia
1.7668,1.01688,0.17452,latvia
1.7705,1.01505,0.17232,latvia
1.7743,1.00832,0.15176,latvia
1.7780,1.02247,0.14454,latvia
1.7817,1.01194,0.15100,latvia
1.7854,1.00259,0.16174,latvia
1.7892,0.99830,0.16107,latvia
1.7929,1.00637,0.16692,latvia
1.7966,1.01113,0.17236,latvia
1.8003,1.00629,0.17702,latvia
1.8040,1.02807,0.19007,latvia
1.8076,1.02388,0.19157,latvia
1.8113,1.00581,0.19068,latvia
1.8150,1.02574,0.19380,latvia
1.8187,1.03752,0.19166,latvia
1.8223,1.02828,0.19168,latvia
1.8260,1.00435,0.19399,latvia
1.8296,1.01688,0.20339,latvia
1.8333,0.99830,0.19903,latvia
1.8369,0.99417,0.20426,latvia
1.8405,1.00348,0.22807,latvia
1.8441,0.99581,0.24348,latvia
1.8478,0.99792,0.25077,latvia
1.8514,1.03701,0.25778,latvia
1.8550,0.99579,0.23751,latvia
1.8586,0.99544,0.22141,latvia
1.8622,1.02755,0.20024,latvia
1.8658,1.00981,0.20515,latvia
1.8694,0.99724,0.27328,latvia
1.8729,0.99687,0.34712,latvia
1.8765,0.99808,0.29869,latvia
1.8801,0.99816,0.23842,latvia
1.8837,0.99846,0.18744,latvia
1.8872,0.99606,0.18406,latvia
1.8908,1.01496,0.18275,latvia
1.8943,1.00138,0.19031,latvia
1.9014,0.98976,0.21459,latvia
1.9049,1.02634,0.22280,latvia
1.9084,1.01040,0.21368,latvia
1.9120,0.99749,0.19759,latvia
1.9260,0.99484,0.22104,latvia
1.9330,1.00181,0.18923,latvia
1.9365,0.98631,0.18532,latvia
1.9434,1.01440,0.17646,latvia
1.9504,1.02272,0.18809,latvia
1.9538,0.99376,0.19680,latvia
1.9573,0.99643,0.20596,latvia
1.9607,1.01656,0.20590,latvia
1.9676,0.99695,0.19913,latvia
1.9710,1.01448,0.19805,latvia
1.9779,1.00662,0.18151,latvia
1.9813,1.01899,0.17320,latvia
1.9847,1.00046,0.15871,latvia
1.9882,1.00581,0.15579,latvia
1.9916,1.02804,0.15914,latvia
1.9950,1.02191,0.18101,latvia
1.9984,1.01880,0.23286,latvia
2.0051,1.03757,0.29949,latvia
2.0085,1.00551,0.24310,latvia
2.0119,0.99487,0.20553,latvia
2.0153,1.00311,0.20445,latvia
2.0220,1.01707,0.19477,latvia
2.0254,1.00194,0.19905,latvia
2.0287,1.01977,0.19622,latvia
2.0321,1.01391,0.19505,latvia
2.0354,1.01118,0.18879,latvia
2.0388,1.00262,0.20303,latvia
2.0421,1.02045,0.19589,latvia
2.0488,1.00721,0.18655,latvia
2.0521,1.01067,0.21126,latvia
2.0587,1.02628,0.21628,latvia
2.0621,1.01588,0.19626,latvia
2.0654,1.00176,0.17320,latvia
2.0686,1.01996,0.18905,latvia
2.0720,0.99889,0.19243,latvia
2.0916,1.01785,0.17884,latvia
2.0949,1.03179,0.17210,latvia
2.0982,1.02353,0.16565,latvia
2.1014,1.02553,0.16790,latvia
2.1079,1.02299,0.18873,latvia
2.1112,1.01702,0.19027,latvia
2.1144,1.02801,0.19424,latvia
2.1176,1.01910,0.18941,latvia
2.1209,1.02936,0.19341,latvia
2.1241,1.03471,0.19083,latvia
2.1273,1.02423,0.18776,latvia
2.1305,1.03406,0.18408,latvia
2.1337,1.03036,0.17652,latvia
2.1370,1.00559,0.17366,latvia
2.1402,1.01523,0.16802,latvia
2.1433,0.99900,0.16751,latvia
2.1465,1.02188,0.18883,latvia
2.1497,0.99006,0.21220,latvia
2.1529,1.02507,0.22265,latvia
2.1561,1.04411,0.22128,latvia
2.1593,1.03830,0.19608,latvia
2.1624,1.03849,0.18606,latvia
2.1656,1.04416,0.18287,latvia
2.1688,1.03614,0.18724,latvia
2.1719,1.04327,0.18810,latvia
2.1751,1.02798,0.19235,latvia
2.1782,1.00581,0.20463,latvia
2.1813,1.03833,0.20895,latvia
2.1845,1.01737,0.20982,latvia
2.1876,0.98757,0.19609,latvia
2.1907,1.03428,0.20044,latvia
2.1938,1.02577,0.21566,latvia
2.1970,0.99968,0.21401,latvia
2.2001,0.99981,0.21641,latvia
2.2032,1.01623,0.20903,latvia
2.2063,1.03058,0.20465,latvia
2.2094,0.99136,0.21332,latvia
2.2125,1.02391,0.21748,latvia
2.2156,1.00405,0.21255,latvia
2.2186,1.02952,0.20377,latvia
2.2217,1.03790,0.19367,latvia
2.2248,1.00122,0.19504,latvia
2.2279,1.02925,0.20757,latvia
2.2309,1.03457,0.21964,latvia
2.2340,1.03482,0.21367,latvia
2.2370,1.00791,0.20776,latvia
2.2401,1.02736,0.19529,latvia
2.2431,1.03803,0.19766,latvia
2.2462,1.02320,0.19926,latvia
2.2492,1.01850,0.20715,latvia
2.2522,1.02590,0.20993,latvia
2.2552,1.02428,0.20806,latvia
2.2612,1.00038,0.19839,latvia
2.2643,1.03512,0.20311,latvia
2.2673,1.03239,0.20868,latvia
2.2702,1.03023,0.20905,latvia
2.2732,1.03158,0.21248,latvia
2.2762,1.02904,0.21139,latvia
2.2792,1.03865,0.21101,latvia
2.2822,1.02029,0.20452,latvia
2.2851,1.03352,0.20756,latvia
2.2881,1.03155,0.20747,latvia
2.2911,1.01216,0.20867,latvia
2.2940,1.01540,0.21494,latvia
2.2970,1.03177,0.21932,latvia
2.2999,1.03463,0.22025,latvia
2.3028,1.02385,0.21729,latvia
2.3058,1.03177,0.21491,latvia
2.3087,1.02996,0.21609,latvia
2.3116,1.02577,0.21566,latvia
2.3145,1.03025,0.21926,latvia
2.3175,1.02093,0.22374,latvia
2.3204,1.00573,0.22763,latvia
2.3233,1.01910,0.22632,latvia
2.3262,1.02080,0.22690,latvia
2.3291,1.01321,0.22139,latvia
2.3319,1.03722,0.22615,latvia
2.3348,1.00781,0.22621,latvia
2.3377,1.02958,0.23383,latvia
2.3406,1.02861,0.23255,latvia
2.3434,1.03903,0.23830,latvia
2.3463,1.03133,0.24170,latvia
2.3491,1.03474,0.24707,latvia
2.3548,1.02893,0.25387,latvia
2.3577,1.02153,0.24979,latvia
2.3605,1.03117,0.25549,latvia
2.3634,1.02847,0.33658,latvia
2.3662,0.99700,0.32362,latvia
2.3690,1.03425,0.29433,latvia
2.3718,1.00716,0.27582,latvia
2.3747,1.01156,0.26934,latvia
2.3775,1.03730,0.26395,latvia
2.3831,1.03765,0.26866,latvia
2.3859,1.00281,0.26877,latvia
2.3887,1.03317,0.27728,latvia
2.3915,1.03514,0.27299,latvia
2.3971,1.00859,0.26502,latvia
2.4026,1.02863,0.27328,latvia
2.4054,1.02893,0.28101,latvia
2.4082,1.02966,0.28131,latvia
2.4358,1.00886,0.34696,latvia
2.4385,1.03403,0.33803,latvia
2.4412,1.03485,0.31673,latvia
2.4440,1.01434,0.33678,latvia
2.4467,1.03587,0.37057,latvia
2.4495,1.02617,0.40164,latvia
2.4522,1.03074,0.46722,latvia
2.4550,1.02120,0.35598,latvia
2.4659,1.02056,0.36798,latvia
2.4742,1.03125,0.42835,latvia
2.4769,1.02099,0.41754,latvia
2.4852,1.02977,0.54273,latvia
2.4907,1.04214,0.56999,latvia
2.4963,1.03830,0.53745,latvia
2.5018,1.02604,0.52731,latvia
0.6525,0.63752,0.04220,filipoff
0.6547,0.63554,0.04015,filipoff
0.6569,0.59832,0.03859,filipoff
0.6591,0.62200,0.03428,filipoff
0.6613,0.61529,0.03588,filipoff
0.6656,0.58072,0.03332,filipoff
0.6678,0.60675,0.03195,filipoff
0.6699,0.60595,0.03298,filipoff
0.6721,0.61787,0.03045,filipoff
0.6742,0.58873,0.03463,filipoff
0.6764,0.62313,0.03201,filipoff
0.6785,0.67537,0.03254,filipoff
0.6807,0.65254,0.03038,filipoff
0.6828,0.57583,0.03079,filipoff
0.6850,0.58255,0.03025,filipoff
0.6871,0.61492,0.03256,filipoff
0.6893,0.63563,0.02828,filipoff
0.6914,0.65749,0.02821,filipoff
0.6936,0.63892,0.02645,filipoff
0.6957,0.63034,0.02623,filipoff
0.6979,0.63248,0.02468,filipoff
0.7001,0.65138,0.02604,filipoff
0.7023,0.61964,0.02361,filipoff
0.7045,0.64416,0.02429,filipoff
0.7066,0.61212,0.02263,filipoff
0.7089,0.60043,0.02240,filipoff
0.7111,0.64279,0.02228,filipoff
0.7133,0.58208,0.02155,filipoff
0.7155,0.64065,0.02179,filipoff
0.7178,0.63328,0.02215,filipoff
0.7200,0.63161,0.02147,filipoff
0.7223,0.61957,0.02108,filipoff
0.7246,0.64707,0.02083,filipoff
0.7268,0.59590,0.02049,filipoff
0.7291,0.60263,0.01979,filipoff
0.7315,0.65132,0.02023,filipoff
0.7338,0.64795,0.01914,filipoff
0.7361,0.62338,0.01919,filipoff
0.7385,0.63299,0.01875,filipoff
0.7409,0.62471,0.01875,filipoff
0.7432,0.61233,0.01791,filipoff
0.7456,0.60522,0.01799,filipoff
0.7480,0.63247,0.01745,filipoff
0.7505,0.61681,0.01770,filipoff
0.7529,0.65171,0.01732,filipoff
0.7554,0.59582,0.01766,filipoff
0.7579,0.61040,0.01790,filipoff
0.7604,0.65390,0.01925,filipoff
0.7629,0.62726,0.01828,filipoff
0.7654,0.63722,0.01831,filipoff
0.7679,0.62205,0.01689,filipoff
0.7705,0.64330,0.01642,filipoff
0.7731,0.62590,0.01604,filipoff
0.7757,0.63272,0.01623,filipoff
0.7783,0.66171,0.01629,filipoff
0.7809,0.67046,0.01651,filipoff
0.7836,0.64807,0.01602,filipoff
0.7863,0.63334,0.01565,filipoff
0.7890,0.64076,0.01570,filipoff
0.7917,0.63836,0.01583,filipoff
0.7944,0.65975,0.01559,filipoff
0.7972,0.62376,0.01561,filipoff
0.7999,0.62839,0.01535,filipoff
0.8027,0.65447,0.01565,filipoff
0.8055,0.65491,0.01535,filipoff
0.8083,0.63983,0.01552,filipoff
0.8112,0.64732,0.01528,filipoff
0.8141,0.64087,0.01550,filipoff
0.8169,0.65471,0.01526,filipoff
0.8198,0.64977,0.01551,filipoff
0.8228,0.66310,0.01530,filipoff
0.8257,0.65373,0.01547,filipoff
0.8287,0.65833,0.01516,filipoff
0.8317,0.65876,0.01544,filipoff
0.8347,0.67253,0.01534,filipoff
0.8377,0.64543,0.01508,filipoff
0.8407,0.64402,0.01461,filipoff
0.8438,0.65152,0.01484,filipoff
0.8469,0.64703,0.01476,filipoff
0.8500,0.63957,0.01491,filipoff
0.8531,0.66558,0.01477,filipoff
0.8562,0.68962,0.01521,filipoff
0.8594,0.67586,0.01483,filipoff
0.8626,0.67566,0.01503,filipoff
0.8658,0.66160,0.01466,filipoff
0.8690,0.64976,0.01467,filipoff
0.8722,0.65216,0.01453,filipoff
0.8755,0.66447,0.01477,filipoff
0.8788,0.66639,0.01461,filipoff
0.8821,0.68485,0.01502,filipoff
0.8854,0.69483,0.01492,filipoff
0.8887,0.65724,0.01466,filipoff
0.8921,0.67035,0.01457,filipoff
0.8954,0.66826,0.01474,filipoff
0.8988,0.67361,0.01452,filipoff
0.9022,0.66824,0.01451,filipoff
0.9056,0.70553,0.01484,filipoff
0.9091,0.68468,0.01461,filipoff
0.9125,0.67230,0.01436,filipoff
0.9160,0.69498,0.01478,filipoff
0.9195,0.69722,0.01449,filipoff
0.9230,0.70271,0.01485,filipoff
0.9266,0.70577,0.01496,filipoff
0.9301,0.69940,0.01546,filipoff
0.9337,0.69202,0.01570,filipoff
0.9373,0.70183,0.01608,filipoff
0.9409,0.70300,0.01572,filipoff
0.9445,0.69752,0.01559,filipoff
0.9481,0.71061,0.01534,filipoff
0.9518,0.71005,0.01531,filipoff
0.9554,0.72193,0.01506,filipoff
0.9591,0.71025,0.01484,filipoff
0.9628,0.71674,0.01469,filipoff
0.9665,0.71194,0.01455,filipoff
0.9702,0.71162,0.01432,filipoff
0.9740,0.73061,0.01460,filipoff
0.9777,0.73346,0.01444,filipoff
0.9815,0.72085,0.01428,filipoff
0.9853,0.74428,0.01455,filipoff
0.9891,0.73301,0.01456,filipoff
0.9929,0.73501,0.01453,filipoff
0.9967,0.74262,0.01470,filipoff
1.0006,0.75336,0.01474,filipoff
1.0045,0.74758,0.01467,filipoff
1.0083,0.74789,0.01459,filipoff
1.0122,0.75316,0.01478,filipoff
1.0161,0.75548,0.01485,filipoff
1.0200,0.76107,0.01488,filipoff
1.0239,0.75006,0.01466,filipoff
1.0279,0.75869,0.01476,filipoff
1.0318,0.77140,0.01494,filipoff
1.0358,0.74822,0.01461,filipoff
1.0398,0.75794,0.01471,filipoff
1.0437,0.75075,0.01456,filipoff
1.0477,0.75998,0.01450,filipoff
1.0517,0.77469,0.01470,filipoff
1.0558,0.78196,0.01465,filipoff
1.0598,0.78404,0.01468,filipoff
1.0638,0.77593,0.01463,filipoff
1.0679,0.76408,0.01456,filipoff
1.0720,0.77493,0.01477,filipoff
1.0760,0.78374,0.01516,filipoff
1.0801,0.81349,0.01545,filipoff
1.0842,0.79166,0.01525,filipoff
1.0883,0.79471,0.01541,filipoff
1.0924,0.79013,0.01538,filipoff
1.0965,0.79954,0.01540,filipoff
1.1007,0.79877,0.01529,filipoff
1.1048,0.81084,0.01536,filipoff
1.1089,0.79309,0.01516,filipoff
1.1131,0.81186,0.01543,filipoff
1.1173,0.79022,0.01548,filipoff
1.1214,0.80634,0.01596,filipoff
1.1256,0.81784,0.01654,filipoff
1.1298,0.80873,0.01639,filipoff
1.1340,0.83284,0.01668,filipoff
1.1382,0.81937,0.01641,filipoff
1.1424,0.83156,0.01646,filipoff
1.1466,0.78664,0.01607,filipoff
1.1508,0.81228,0.01615,filipoff
1.1550,0.84988,0.01643,filipoff
1.1593,0.80472,0.01560,filipoff
1.1635,0.84380,0.01578,filipoff
1.1677,0.82678,0.01543,filipoff
1.1720,0.82323,0.01509,filipoff
1.1762,0.82116,0.01498,filipoff
1.1805,0.84426,0.01523,filipoff
1.1847,0.84159,0.01514,filipoff
1.1890,0.84609,0.01534,filipoff
1.1933,0.84009,0.01555,filipoff
1.1975,0.84273,0.01575,filipoff
1.2018,0.84422,0.01598,filipoff
1.2061,0.86586,0.01623,filipoff
1.2104,0.86123,0.01606,filipoff
1.2147,0.87128,0.01621,filipoff
1.2190,0.86977,0.01626,filipoff
1.2233,0.85943,0.01606,filipoff
1.2276,0.86584,0.01617,filipoff
1.2319,0.85289,0.01590,filipoff
1.2362,0.86047,0.01581,filipoff
1.2405,0.86937,0.01577,filipoff
1.2448,0.89071,0.01599,filipoff
1.2491,0.88390,0.01664,filipoff
1.2534,0.88303,0.01682,filipoff
1.2577,0.87133,0.01595,filipoff
1.2620,0.87728,0.01659,filipoff
1.2663,0.87374,0.01701,filipoff
1.2707,0.87202,0.01738,filipoff
1.2750,0.89564,0.01753,filipoff
1.2793,0.89384,0.01732,filipoff
1.2836,0.86671,0.01676,filipoff
1.2879,0.88882,0.01676,filipoff
1.2922,0.87074,0.01658,filipoff
1.2966,0.89059,0.01693,filipoff
1.3009,0.89785,0.01698,filipoff
1.3052,0.91722,0.01726,filipoff
1.3095,0.92122,0.01726,filipoff
1.3138,0.87933,0.01679,filipoff
1.3181,0.90994,0.01695,filipoff
1.3225,0.90143,0.01664,filipoff
1.3268,0.90205,0.01670,filipoff
1.3311,0.91470,0.01673,filipoff
1.3354,0.91136,0.01680,filipoff
1.3397,0.93914,0.01738,filipoff
1.3440,0.92939,0.01781,filipoff
1.3483,0.96339,0.01977,filipoff
1.3526,0.96892,0.02262,filipoff
1.3569,0.93286,0.02864,filipoff
1.3612,0.87859,0.03659,filipoff
1.3655,0.90353,0.03967,filipoff
1.3698,0.88842,0.03461,filipoff
1.3741,0.94834,0.03216,filipoff
1.3784,0.95688,0.03137,filipoff
1.3827,0.89411,0.03055,filipoff
1.3870,0.90061,0.02968,filipoff
1.3913,0.97045,0.02920,filipoff
1.3956,0.90840,0.02883,filipoff
1.3998,0.89336,0.02911,filipoff
1.4041,0.94949,0.02912,filipoff
1.4084,0.93297,0.02838,filipoff
1.4126,0.93808,0.02626,filipoff
1.4169,0.93639,0.02386,filipoff
1.4212,0.94394,0.02179,filipoff
1.4254,0.94670,0.02074,filipoff
1.4297,0.93492,0.02081,filipoff
