WAVELENGTH,REFLECTANCE,UNCERTAINTY,family
0.6531,0.81172,0.00702,stroobantia
0.6553,0.78955,0.00641,stroobantia
0.6597,0.79719,0.00600,stroobantia
0.6662,0.80231,0.00584,stroobantia
0.6683,0.77333,0.00559,stroobantia
0.6705,0.77978,0.00559,stroobantia
0.6726,0.79165,0.00540,stroobantia
0.6748,0.81649,0.00546,stroobantia
0.6769,0.80012,0.00516,stroobantia
0.6791,0.79673,0.00506,stroobantia
0.6812,0.78857,0.00487,stroobantia
0.6855,0.81528,0.00494,stroobantia
0.6898,0.80198,0.00486,stroobantia
0.6920,0.81230,0.00481,stroobantia
0.6942,0.80771,0.00447,stroobantia
0.6963,0.81081,0.00440,stroobantia
0.6985,0.81746,0.00430,stroobantia
0.7007,0.81577,0.00421,stroobantia
0.7028,0.80769,0.00411,stroobantia
0.7072,0.81816,0.00391,stroobantia
0.7095,0.79754,0.00389,stroobantia
0.7117,0.80638,0.00368,stroobantia
0.7139,0.81030,0.00371,stroobantia
0.7161,0.80822,0.00368,stroobantia
0.7184,0.81729,0.00370,stroobantia
0.7206,0.79913,0.00352,stroobantia
0.7229,0.81146,0.00363,stroobantia
0.7252,0.80857,0.00347,stroobantia
0.7275,0.81827,0.00360,stroobantia
0.7298,0.80172,0.00336,stroobantia
0.7321,0.82377,0.00337,stroobantia
0.7344,0.82115,0.00325,stroobantia
0.7391,0.81442,0.00313,stroobantia
0.7415,0.81495,0.00318,stroobantia
0.7439,0.81622,0.00307,stroobantia
0.7463,0.82462,0.00337,stroobantia
0.7487,0.81553,0.00302,stroobantia
0.7536,0.81830,0.00294,stroobantia
0.7560,0.82054,0.00305,stroobantia
0.7585,0.81103,0.00309,stroobantia
0.7610,0.82590,0.00326,stroobantia
0.7635,0.81149,0.00315,stroobantia
0.7738,0.82563,0.00278,stroobantia
0.7764,0.83535,0.00285,stroobantia
0.7790,0.82667,0.00277,stroobantia
0.7817,0.82531,0.00280,stroobantia
0.7843,0.83378,0.00276,stroobantia
0.7870,0.83527,0.00276,stroobantia
0.7897,0.81419,0.00270,stroobantia
0.7924,0.83061,0.00273,stroobantia
0.7951,0.83205,0.00270,stroobantia
0.7979,0.82615,0.00270,stroobantia
0.8007,0.83881,0.00268,stroobantia
0.8035,0.83090,0.00270,stroobantia
0.8063,0.83688,0.00267,stroobantia
0.8091,0.83147,0.00268,stroobantia
0.8120,0.82689,0.00266,stroobantia
0.8177,0.82430,0.00261,stroobantia
0.8206,0.83398,0.00268,stroobantia
0.8236,0.82320,0.00263,stroobantia
0.8265,0.83797,0.00267,stroobantia
0.8295,0.83287,0.00263,stroobantia
0.8325,0.84596,0.00267,stroobantia
0.8355,0.84275,0.00262,stroobantia
0.8385,0.84922,0.00263,stroobantia
0.8416,0.84151,0.00259,stroobantia
0.8446,0.83556,0.00259,stroobantia
0.8477,0.84614,0.00258,stroobantia
0.8508,0.84612,0.00261,stroobantia
0.8539,0.84031,0.00256,stroobantia
0.8571,0.83637,0.00258,stroobantia
0.8602,0.84963,0.00258,stroobantia
0.8634,0.84776,0.00259,stroobantia
0.8666,0.84295,0.00255,stroobantia
0.8699,0.84771,0.00258,stroobantia
0.8731,0.84051,0.00253,stroobantia
0.8764,0.83760,0.00254,stroobantia
0.8796,0.84829,0.00255,stroobantia
0.8829,0.84474,0.00257,stroobantia
0.8863,0.85358,0.00255,stroobantia
0.8896,0.84375,0.00253,stroobantia
0.8930,0.85489,0.00255,stroobantia
0.8963,0.84765,0.00255,stroobantia
0.8997,0.85473,0.00256,stroobantia
0.9031,0.84584,0.00255,stroobantia
0.9066,0.85087,0.00252,stroobantia
0.9100,0.84765,0.00252,stroobantia
0.9135,0.84815,0.00250,stroobantia
0.9170,0.84664,0.00251,stroobantia
0.9205,0.86258,0.00250,stroobantia
0.9240,0.86390,0.00255,stroobantia
0.9382,0.85004,0.00276,stroobantia
0.9418,0.85980,0.00274,stroobantia
0.9455,0.87553,0.00273,stroobantia
0.9491,0.86363,0.00269,stroobantia
0.9527,0.86742,0.00267,stroobantia
0.9564,0.87214,0.00261,stroobantia
0.9601,0.87347,0.00258,stroobantia
0.9638,0.87341,0.00253,stroobantia
0.9675,0.87655,0.00253,stroobantia
0.9712,0.87443,0.00249,stroobantia
0.9750,0.87502,0.00249,stroobantia
0.9788,0.87556,0.00247,stroobantia
0.9825,0.88124,0.00248,stroobantia
0.9863,0.87558,0.00245,stroobantia
0.9901,0.87077,0.00246,stroobantia
0.9939,0.89283,0.00251,stroobantia
0.9978,0.88357,0.00251,stroobantia
1.0016,0.89128,0.00250,stroobantia
1.0055,0.88941,0.00250,stroobantia
1.0094,0.88886,0.00249,stroobantia
1.0132,0.88882,0.00250,stroobantia
1.0172,0.89434,0.00249,stroobantia
1.0211,0.89649,0.00251,stroobantia
1.0250,0.89788,0.00251,stroobantia
1.0289,0.89649,0.00251,stroobantia
1.0329,0.89608,0.00250,stroobantia
1.0369,0.89055,0.00249,stroobantia
1.0408,0.89819,0.00249,stroobantia
1.0448,0.90130,0.00249,stroobantia
1.0488,0.89637,0.00246,stroobantia
1.0528,0.89091,0.00245,stroobantia
1.0569,0.90678,0.00244,stroobantia
1.0609,0.90656,0.00243,stroobantia
1.0649,0.90148,0.00244,stroobantia
1.0690,0.89433,0.00245,stroobantia
1.0731,0.91071,0.00249,stroobantia
1.0771,0.90605,0.00253,stroobantia
1.0812,0.90549,0.00251,stroobantia
1.0853,0.91045,0.00254,stroobantia
1.0894,0.91290,0.00256,stroobantia
1.0935,0.91059,0.00256,stroobantia
1.0976,0.90593,0.00254,stroobantia
1.1018,0.91453,0.00255,stroobantia
1.1059,0.91712,0.00254,stroobantia
1.1100,0.91582,0.00254,stroobantia
1.1142,0.91626,0.00256,stroobantia
1.1184,0.90814,0.00261,stroobantia
1.1225,0.90709,0.00267,stroobantia
1.1267,0.90510,0.00274,stroobantia
1.1309,0.91276,0.00278,stroobantia
1.1351,0.92143,0.00277,stroobantia
1.1393,0.91272,0.00276,stroobantia
1.1435,0.93861,0.00278,stroobantia
1.1477,0.91745,0.00273,stroobantia
1.1519,0.92197,0.00272,stroobantia
1.1562,0.94244,0.00282,stroobantia
1.1604,0.93367,0.00264,stroobantia
1.1646,0.94211,0.00261,stroobantia
1.1689,0.93342,0.00255,stroobantia
1.1731,0.93068,0.00251,stroobantia
1.1774,0.92805,0.00249,stroobantia
1.1816,0.93532,0.00248,stroobantia
1.1859,0.93285,0.00247,stroobantia
1.1902,0.94198,0.00251,stroobantia
1.1944,0.92948,0.00254,stroobantia
1.1987,0.94406,0.00259,stroobantia
1.2030,0.93313,0.00260,stroobantia
1.2073,0.94156,0.00264,stroobantia
1.2115,0.94592,0.00262,stroobantia
1.2158,0.94016,0.00262,stroobantia
1.2201,0.94035,0.00263,stroobantia
1.2244,0.93992,0.00261,stroobantia
1.2287,0.94796,0.00263,stroobantia
1.2330,0.94457,0.00259,stroobantia
1.2373,0.93590,0.00256,stroobantia
